/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-21 03:13:32:337 0 sec: 0 operations; est completion in 0 second 
2020-03-21 03:13:42:321 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:13:52:321 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(1, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-21 03:14:02:321 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:14:12:321 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:14:22:321 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:14:32:321 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:14:42:321 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:14:52:321 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-21 03:15:02:321 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:15:12:321 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:15:22:321 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:15:32:321 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:15:42:321 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:15:52:321 140 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:16:02:321 150 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:16:12:321 160 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:16:22:321 170 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:16:32:321 180 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:16:42:321 190 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:16:52:321 200 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:17:02:321 210 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:17:12:321 220 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:17:22:321 230 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:17:32:321 240 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:17:42:321 250 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:17:52:321 260 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:18:02:321 270 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:18:12:321 280 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:18:22:321 290 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:18:32:321 300 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:18:42:321 310 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:18:52:321 320 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:19:02:321 330 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:19:12:321 340 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:19:22:321 350 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:19:32:321 360 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:19:42:321 370 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:19:52:321 380 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:20:02:321 390 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-21 03:20:12:321 400 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-21 03:20:22:321 0 sec: 55 operations; 5.5 current ops/sec; est completion in 23 hours 4 minutes [READ: Count=56, Max=17663, Min=6152, Avg=7172.61, 90=7167, 99=17663, 99.9=17663, 99.99=17663] 
2020-03-21 03:24:22:320 240 sec: 37857 operations; 161.8 current ops/sec; est completion in 17 hours 34 minutes [READ: Count=1618, Max=14439, Min=5372, Avg=6168.68, 90=6399, 99=8943, 99.9=14039, 99.99=14439] 
2020-03-21 03:24:32:321 250 sec: 39467 operations; 161 current ops/sec; est completion in 17 hours 33 minutes [READ: Count=1611, Max=14255, Min=5464, Avg=6195.42, 90=6407, 99=9151, 99.9=14247, 99.99=14255] 
2020-03-21 03:24:42:321 260 sec: 41038 operations; 157.1 current ops/sec; est completion in 17 hours 33 minutes [READ: Count=1570, Max=14327, Min=5692, Avg=6348.58, 90=6427, 99=9239, 99.9=14279, 99.99=14327] 
2020-03-21 03:24:52:321 270 sec: 42618 operations; 158 current ops/sec; est completion in 17 hours 33 minutes [READ: Count=1580, Max=14527, Min=5764, Avg=6312.88, 90=6419, 99=9207, 99.9=14455, 99.99=14527] 
2020-03-21 03:25:02:321 280 sec: 44187 operations; 156.9 current ops/sec; est completion in 17 hours 33 minutes [READ: Count=1569, Max=14375, Min=5736, Avg=6353.33, 90=6443, 99=9239, 99.9=14311, 99.99=14375] 
2020-03-21 03:25:12:321 290 sec: 45760 operations; 157.3 current ops/sec; est completion in 17 hours 33 minutes [READ: Count=1573, Max=14439, Min=5648, Avg=6341.32, 90=6427, 99=9351, 99.9=14375, 99.99=14439] 
2020-03-21 03:25:22:321 300 sec: 47331 operations; 157.1 current ops/sec; est completion in 17 hours 33 minutes [READ: Count=1571, Max=14367, Min=5780, Avg=6345.93, 90=6423, 99=9359, 99.9=14311, 99.99=14367] 
2020-03-21 03:25:32:321 310 sec: 48900 operations; 156.9 current ops/sec; est completion in 17 hours 32 minutes [READ: Count=1569, Max=14575, Min=5804, Avg=6356.61, 90=6435, 99=9111, 99.9=14367, 99.99=14575] 
2020-03-21 03:25:42:321 320 sec: 50476 operations; 157.6 current ops/sec; est completion in 17 hours 32 minutes [READ: Count=1576, Max=16543, Min=5740, Avg=6327.47, 90=6423, 99=9295, 99.9=14407, 99.99=16543] 
2020-03-21 03:25:52:321 330 sec: 52058 operations; 158.2 current ops/sec; est completion in 17 hours 32 minutes [READ: Count=1582, Max=14855, Min=5564, Avg=6304.47, 90=6415, 99=9359, 99.9=14423, 99.99=14855] 
2020-03-21 03:26:02:321 340 sec: 53633 operations; 157.5 current ops/sec; est completion in 17 hours 32 minutes [READ: Count=1575, Max=14471, Min=5656, Avg=6329.62, 90=6431, 99=9039, 99.9=14367, 99.99=14471] 
2020-03-21 03:26:12:321 350 sec: 55204 operations; 157.1 current ops/sec; est completion in 17 hours 32 minutes [READ: Count=1571, Max=14447, Min=5776, Avg=6350.18, 90=6443, 99=9031, 99.9=14407, 99.99=14447] 
2020-03-21 03:26:22:321 360 sec: 56772 operations; 156.8 current ops/sec; est completion in 17 hours 32 minutes [READ: Count=1568, Max=14359, Min=5884, Avg=6357.6, 90=6431, 99=9135, 99.9=14311, 99.99=14359] 
2020-03-21 03:26:32:321 370 sec: 58348 operations; 157.6 current ops/sec; est completion in 17 hours 32 minutes [READ: Count=1576, Max=14343, Min=5848, Avg=6328.97, 90=6427, 99=9103, 99.9=14287, 99.99=14343] 
2020-03-21 03:26:42:321 380 sec: 59924 operations; 157.6 current ops/sec; est completion in 17 hours 31 minutes [READ: Count=1576, Max=14543, Min=5848, Avg=6325.31, 90=6435, 99=9119, 99.9=14519, 99.99=14543] 
2020-03-21 03:26:52:321 390 sec: 61502 operations; 157.8 current ops/sec; est completion in 17 hours 31 minutes [READ: Count=1578, Max=14287, Min=5772, Avg=6319.95, 90=6423, 99=9191, 99.9=14255, 99.99=14287] 
2020-03-21 03:27:02:321 400 sec: 63082 operations; 158 current ops/sec; est completion in 17 hours 31 minutes [READ: Count=1580, Max=14487, Min=5584, Avg=6319.42, 90=6439, 99=9031, 99.9=14319, 99.99=14487] 
2020-03-21 03:27:12:321 410 sec: 64657 operations; 157.5 current ops/sec; est completion in 17 hours 31 minutes [READ: Count=1575, Max=14567, Min=5876, Avg=6340.27, 90=6427, 99=9247, 99.9=14439, 99.99=14567] 
2020-03-21 03:27:22:321 420 sec: 66232 operations; 157.5 current ops/sec; est completion in 17 hours 31 minutes [READ: Count=1575, Max=14655, Min=5720, Avg=6341.39, 90=6431, 99=9271, 99.9=14543, 99.99=14655] 
2020-03-21 03:27:32:321 430 sec: 67802 operations; 157 current ops/sec; est completion in 17 hours 30 minutes [READ: Count=1570, Max=14543, Min=5728, Avg=6360.24, 90=6455, 99=9223, 99.9=14391, 99.99=14543] 
2020-03-21 03:27:42:321 440 sec: 69376 operations; 157.4 current ops/sec; est completion in 17 hours 30 minutes [READ: Count=1575, Max=14287, Min=5772, Avg=6341.35, 90=6443, 99=9183, 99.9=14247, 99.99=14287] 
2020-03-21 03:27:52:321 450 sec: 70957 operations; 158.1 current ops/sec; est completion in 17 hours 30 minutes [READ: Count=1580, Max=14503, Min=5836, Avg=6319.39, 90=6419, 99=9199, 99.9=14375, 99.99=14503] 
2020-03-21 03:28:02:321 460 sec: 72540 operations; 158.3 current ops/sec; est completion in 17 hours 30 minutes [READ: Count=1583, Max=14423, Min=5632, Avg=6307.73, 90=6439, 99=8799, 99.9=14359, 99.99=14423] 
2020-03-21 03:28:12:321 470 sec: 74126 operations; 158.6 current ops/sec; est completion in 17 hours 29 minutes [READ: Count=1586, Max=14367, Min=5608, Avg=6296.39, 90=6419, 99=7591, 99.9=14095, 99.99=14367] 
2020-03-21 03:28:22:321 480 sec: 75713 operations; 158.7 current ops/sec; est completion in 17 hours 29 minutes [READ: Count=1587, Max=14327, Min=5676, Avg=6289.65, 90=6419, 99=8951, 99.9=14279, 99.99=14327] 
2020-03-21 03:28:32:321 490 sec: 77290 operations; 157.7 current ops/sec; est completion in 17 hours 29 minutes [READ: Count=1577, Max=14279, Min=5804, Avg=6333.78, 90=6435, 99=9199, 99.9=14279, 99.99=14279] 
2020-03-21 03:28:42:321 500 sec: 78860 operations; 157 current ops/sec; est completion in 17 hours 29 minutes [READ: Count=1570, Max=14335, Min=5812, Avg=6358.25, 90=6427, 99=9271, 99.9=14239, 99.99=14335] 
2020-03-21 03:28:52:321 510 sec: 80449 operations; 158.9 current ops/sec; est completion in 17 hours 29 minutes [READ: Count=1589, Max=14359, Min=5700, Avg=6284.06, 90=6419, 99=6739, 99.9=13391, 99.99=14359] 
2020-03-21 03:29:02:321 520 sec: 82026 operations; 157.7 current ops/sec; est completion in 17 hours 28 minutes [READ: Count=1577, Max=14335, Min=5796, Avg=6333.65, 90=6435, 99=9215, 99.9=14215, 99.99=14335] 
2020-03-21 03:29:12:321 530 sec: 83611 operations; 158.5 current ops/sec; est completion in 17 hours 28 minutes [READ: Count=1585, Max=14335, Min=5660, Avg=6299.89, 90=6431, 99=9191, 99.9=14239, 99.99=14335] 
2020-03-21 03:29:22:321 540 sec: 85176 operations; 156.5 current ops/sec; est completion in 17 hours 28 minutes [READ: Count=1565, Max=14727, Min=5760, Avg=6380.12, 90=6443, 99=9391, 99.9=14407, 99.99=14727] 
2020-03-21 03:29:32:321 550 sec: 86747 operations; 157.1 current ops/sec; est completion in 17 hours 28 minutes [READ: Count=1571, Max=14439, Min=5812, Avg=6357.86, 90=6435, 99=9143, 99.9=14383, 99.99=14439] 
2020-03-21 03:29:42:321 560 sec: 88312 operations; 156.5 current ops/sec; est completion in 17 hours 28 minutes [READ: Count=1565, Max=14335, Min=5740, Avg=6380.44, 90=6443, 99=9295, 99.9=14287, 99.99=14335] 
2020-03-21 03:29:52:321 570 sec: 89897 operations; 158.5 current ops/sec; est completion in 17 hours 28 minutes [READ: Count=1585, Max=14327, Min=5660, Avg=6300.11, 90=6419, 99=8895, 99.9=14295, 99.99=14327] 
2020-03-21 03:30:02:321 580 sec: 91475 operations; 157.8 current ops/sec; est completion in 17 hours 27 minutes [READ: Count=1579, Max=14455, Min=5768, Avg=6325.01, 90=6431, 99=9039, 99.9=14247, 99.99=14455] 
2020-03-21 03:30:12:321 590 sec: 93060 operations; 158.5 current ops/sec; est completion in 17 hours 27 minutes [READ: Count=1584, Max=14335, Min=5796, Avg=6302.88, 90=6427, 99=7547, 99.9=14199, 99.99=14335] 
2020-03-21 03:30:22:321 600 sec: 94643 operations; 158.3 current ops/sec; est completion in 17 hours 27 minutes [READ: Count=1583, Max=14927, Min=5636, Avg=6305.15, 90=6411, 99=8615, 99.9=14191, 99.99=14927] 
2020-03-21 03:30:32:321 610 sec: 96213 operations; 157 current ops/sec; est completion in 17 hours 27 minutes [READ: Count=1570, Max=14343, Min=5816, Avg=6362.1, 90=6435, 99=9543, 99.9=14263, 99.99=14343] 
2020-03-21 03:30:42:321 620 sec: 97798 operations; 158.5 current ops/sec; est completion in 17 hours 27 minutes [READ: Count=1585, Max=14279, Min=5836, Avg=6301.58, 90=6407, 99=8115, 99.9=14223, 99.99=14279] 
2020-03-21 03:30:52:321 630 sec: 99391 operations; 159.3 current ops/sec; est completion in 17 hours 26 minutes [READ: Count=1593, Max=14583, Min=5460, Avg=6267.79, 90=6403, 99=8759, 99.9=14575, 99.99=14583] 
2020-03-21 03:31:02:321 640 sec: 100998 operations; 160.7 current ops/sec; est completion in 17 hours 26 minutes [READ: Count=1607, Max=14311, Min=5440, Avg=6216.35, 90=6403, 99=9071, 99.9=14311, 99.99=14311] 
2020-03-21 03:31:12:320 650 sec: 102592 operations; 159.4 current ops/sec; est completion in 17 hours 25 minutes [READ: Count=1594, Max=14271, Min=5428, Avg=6262.8, 90=6415, 99=6823, 99.9=14167, 99.99=14271] 
2020-03-21 03:31:22:321 660 sec: 104176 operations; 158.4 current ops/sec; est completion in 17 hours 25 minutes [READ: Count=1584, Max=14351, Min=5660, Avg=6302.97, 90=6411, 99=7959, 99.9=14319, 99.99=14351] 
2020-03-21 03:31:32:321 670 sec: 105739 operations; 156.3 current ops/sec; est completion in 17 hours 25 minutes [READ: Count=1563, Max=14519, Min=5824, Avg=6390.91, 90=6447, 99=12959, 99.9=14455, 99.99=14519] 
2020-03-21 03:31:42:321 680 sec: 107316 operations; 157.7 current ops/sec; est completion in 17 hours 25 minutes [READ: Count=1577, Max=14631, Min=5736, Avg=6330.9, 90=6423, 99=9119, 99.9=14535, 99.99=14631] 
2020-03-21 03:31:52:321 690 sec: 108897 operations; 158.1 current ops/sec; est completion in 17 hours 25 minutes [READ: Count=1581, Max=14271, Min=5812, Avg=6315.6, 90=6423, 99=9183, 99.9=14215, 99.99=14271] 
2020-03-21 03:32:02:321 700 sec: 110484 operations; 158.7 current ops/sec; est completion in 17 hours 24 minutes [READ: Count=1587, Max=14391, Min=5752, Avg=6287.57, 90=6411, 99=6839, 99.9=14055, 99.99=14391] 
2020-03-21 03:32:12:321 710 sec: 112060 operations; 157.6 current ops/sec; est completion in 17 hours 24 minutes [READ: Count=1576, Max=14519, Min=5620, Avg=6335.72, 90=6423, 99=9439, 99.9=14391, 99.99=14519] 
2020-03-21 03:32:22:321 720 sec: 113643 operations; 158.3 current ops/sec; est completion in 17 hours 24 minutes [READ: Count=1583, Max=14431, Min=5804, Avg=6307.55, 90=6419, 99=9039, 99.9=14327, 99.99=14431] 
2020-03-21 03:32:32:321 730 sec: 115230 operations; 158.7 current ops/sec; est completion in 17 hours 24 minutes [READ: Count=1587, Max=14271, Min=5752, Avg=6291.26, 90=6419, 99=6987, 99.9=14087, 99.99=14271] 
2020-03-21 03:32:42:321 740 sec: 116821 operations; 159.1 current ops/sec; est completion in 17 hours 24 minutes [READ: Count=1591, Max=14319, Min=5544, Avg=6278.36, 90=6415, 99=7843, 99.9=14175, 99.99=14319] 
2020-03-21 03:32:52:321 750 sec: 118410 operations; 158.9 current ops/sec; est completion in 17 hours 23 minutes [READ: Count=1589, Max=14183, Min=5504, Avg=6281.1, 90=6415, 99=9151, 99.9=14079, 99.99=14183] 
