"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_1_run.csv",,,,"Date:","14 Apr 2020 08:36:50 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
14-04 08:37:20,25.313,0,74.687,0,0,0,61440,420,0,3805478912,800890880,464859136,14627954688,1248,73614
14-04 08:37:21,16.750,0.500,82.500,0.250,0,0,43212800,135900,1046475,3803553792,802795520,464859136,14631141376,1280,73613
14-04 08:37:22,13.854,0.252,85.894,0,0,0,40960,240665,1687856,3803553792,802795520,464859136,14631141376,1280,73613
14-04 08:37:23,14.322,0.754,84.673,0.251,0,0,212992,234711,1648176,3803287552,803049472,464867328,14631145472,1280,73613
14-04 08:37:24,14.646,0.253,85.101,0,0,0,0,238287,1670735,3803287552,803049472,464867328,14631145472,1280,73613
14-04 08:37:25,16.169,0.249,83.582,0,0,0,0,229512,1628250,3803287552,803049472,464867328,14631145472,1280,73613
14-04 08:37:26,14.430,0.253,85.316,0,0,0,270336,219725,1546096,3803287552,803049472,464867328,14631145472,1280,73613
14-04 08:37:27,13.889,0.253,85.859,0,0,0,434176,208602,1450019,3803385856,802951168,464867328,14631145472,1280,73613
14-04 08:37:28,14,0.500,85.250,0.250,0,0,16384,178327,1278460,3803377664,802951168,464871424,14631149568,1280,73613
14-04 08:37:29,15.960,0.499,83.541,0,0,0,0,233762,1648998,3803377664,802951168,464871424,14631149568,1280,73613
14-04 08:37:30,14.861,0.504,84.635,0,0,0,0,225786,1587924,3803377664,802951168,464871424,14631149568,1280,73613
14-04 08:37:31,16.040,0.501,83.459,0,0,0,20480,220873,1550909,3803377664,802951168,464871424,14631149568,1280,73613
14-04 08:37:32,12.846,0.504,86.650,0,0,0,24576,174715,1241101,3803377664,802951168,464871424,14631149568,1280,73613
14-04 08:37:33,15,0.500,84.500,0,0,0,0,212742,1506492,3803377664,802951168,464871424,14631149568,1280,73613
14-04 08:37:34,15.365,0,84.383,0.252,0,0,16384,257030,1808737,3803369472,802951168,464879616,14631149568,1280,73613
14-04 08:37:35,15.038,0.752,83.960,0.251,0,0,8192,211853,1486045,3803369472,802951168,464879616,14631149568,1280,73613
14-04 08:37:36,13.602,1.008,85.390,0,0,0,0,185935,1303001,3803369472,802951168,464879616,14631149568,1280,73613
14-04 08:37:37,14.975,0.761,84.264,0,0,0,106496,206838,1446552,3804254208,802062336,464883712,14631149568,1248,73613
14-04 08:37:38,13.716,0.748,85.536,0,0,0,0,182708,1285411,3804254208,802062336,464883712,14631149568,1248,73613
14-04 08:37:39,13.350,0.504,86.146,0,0,0,0,211630,1504388,3804250112,802062336,464883712,14631153664,1248,73613
14-04 08:37:40,15.909,0.253,83.586,0.253,0,0,57344,240441,1688604,3803353088,802951168,464887808,14631153664,1280,73613
14-04 08:37:41,15.038,0.501,84.461,0,0,0,0,197101,1384433,3803353088,802951168,464887808,14631153664,1280,73613
14-04 08:37:42,13.165,0.506,86.329,0,0,0,0,156701,1099439,3803353088,802951168,464887808,14631153664,1280,73612
14-04 08:37:43,14.646,0.253,85.101,0,0,0,53248,223834,1570691,3803348992,802951168,464891904,14631153664,1280,73612
14-04 08:37:44,13.819,0.251,85.930,0,0,0,0,203973,1445061,3803348992,802951168,464891904,14631153664,1280,73612
14-04 08:37:45,14.322,0.503,85.176,0,0,0,0,189892,1342271,3803348992,802951168,464891904,14631153664,1280,73612
14-04 08:37:46,13.602,0.504,85.642,0.252,0,0,16384,170667,1199979,3803344896,802951168,464896000,14631153664,1280,73612
14-04 08:37:47,11.196,0.509,88.295,0,0,0,0,203559,1425103,3803344896,802951168,464896000,14631153664,1280,73612
14-04 08:37:48,14.787,0,85.213,0,0,0,12288,211766,1486011,3803340800,802951168,464900096,14631153664,1280,73612
14-04 08:37:49,13.896,0.744,85.360,0,0,0,0,193909,1347990,3803336704,802951168,464900096,14631157760,1280,73612
14-04 08:37:50,13.033,1.003,85.965,0,0,0,40960,179163,1260959,3803688960,802443264,464908288,14631804928,1280,73614
14-04 08:37:51,13.889,0.505,84.848,0.758,0,0,83398656,190637,1344472,3803586560,802541568,464912384,14631804928,1280,73614
14-04 08:37:52,12.626,0.758,86.616,0,0,0,4096,174984,1261508,3804221440,801906688,464912384,14631804928,1280,73614
14-04 08:37:53,14.286,0.752,84.962,0,0,0,0,191366,1343670,3804221440,801906688,464912384,14631804928,1280,73614
14-04 08:37:54,13.283,0.501,86.216,0,0,0,0,151880,1078617,3804221440,801906688,464912384,14631804928,1280,73614
14-04 08:37:55,12.687,0.746,86.567,0,0,0,0,163690,1157761,3804221440,801906688,464912384,14631804928,1280,73614
14-04 08:37:56,14.070,0.251,85.427,0.251,0,0,286720,184044,1285556,3804221440,801906688,464916480,14631800832,1280,73614
14-04 08:37:57,15.657,0.253,84.091,0,0,0,90112,252902,1771253,3804217344,801906688,464916480,14631804928,1280,73614
14-04 08:37:58,16.377,0.496,83.127,0,0,0,0,233625,1629786,3804217344,801906688,464916480,14631804928,1280,73614
14-04 08:37:59,16.250,0,83.750,0,0,0,0,253747,1787501,3804217344,801906688,464916480,14631804928,1280,73614
14-04 08:38:00,15.327,0.754,83.920,0,0,0,0,238220,1672213,3804213248,801906688,464916480,14631809024,1280,73614
14-04 08:38:01,14.824,1.005,83.920,0.251,0,0,24576,230878,1646141,3804213248,801906688,464916480,14631809024,1280,73614
14-04 08:38:02,13.250,0.500,86.250,0,0,0,12288,180582,1282661,3804213248,801906688,464916480,14631809024,1280,73614
14-04 08:38:03,14.250,0.750,85,0,0,0,0,209575,1469779,3804213248,801906688,464916480,14631809024,1280,73614
14-04 08:38:04,14.070,0.251,85.678,0,0,0,0,190842,1342482,3804205056,801906688,464916480,14631817216,1280,73614
14-04 08:38:05,14.430,0,85.570,0,0,0,0,223686,1567566,3804205056,801906688,464916480,14631817216,1280,73614
14-04 08:38:06,16.169,0.498,83.085,0.249,0,0,16384,236118,1669356,3804205056,801906688,464916480,14631817216,1280,73614
14-04 08:38:07,16.332,0.251,83.417,0,0,0,61440,263873,1850607,3804205056,801906688,464916480,14631817216,1280,73614
14-04 08:38:08,15.829,0.251,83.920,0,0,0,0,229764,1608372,3804205056,801906688,464916480,14631817216,1280,73614
14-04 08:38:09,13.568,0.503,85.930,0,0,0,0,194409,1365038,3804205056,801906688,464916480,14631817216,1280,73614
14-04 08:38:10,16.040,1.003,82.957,0,0,0,36864,236405,1651949,3803951104,802160640,464916480,14631817216,1280,73614
14-04 08:38:11,15.075,0.251,84.673,0,0,0,0,201892,1422291,3803951104,802160640,464916480,14631817216,1280,73614
14-04 08:38:12,15.578,0.503,83.668,0.251,0,0,69632,250516,1751292,3803942912,802160640,464924672,14631817216,1280,73614
14-04 08:38:13,15.075,0.251,84.673,0,0,0,0,236787,1650266,3803942912,802160640,464924672,14631817216,1280,73614
14-04 08:38:14,13.452,0.254,86.294,0,0,0,0,235075,1648730,3803942912,802160640,464924672,14631817216,1280,73614
14-04 08:38:15,14.610,0.504,84.887,0,0,0,0,222479,1567834,3803942912,802160640,464924672,14631817216,1280,73614
14-04 08:38:16,13.500,0.500,86,0,0,0,0,204409,1462562,3803942912,802160640,464924672,14631817216,1280,73614
14-04 08:38:17,12.091,0.504,87.406,0,0,0,12288,155211,1099796,3803942912,802160640,464924672,14631817216,1280,73614
14-04 08:38:18,13.965,0.748,85.037,0.249,0,0,16384,193335,1363760,3803930624,802160640,464932864,14631821312,1280,73614
14-04 08:38:19,13.232,0.254,86.514,0,0,0,0,202508,1425328,3803930624,802160640,464932864,14631821312,1280,73614
14-04 08:38:20,14.464,0.499,85.037,0,0,0,40960,215994,1526850,3804499968,801591296,464932864,14631821312,1280,73614
14-04 08:38:21,13.466,0.748,85.786,0,0,0,0,157187,1101921,3804307456,801779712,464932864,14631825408,1280,73614
14-04 08:38:22,13.568,0.251,86.181,0,0,0,188416,176062,1239867,3804307456,801779712,464932864,14631825408,1280,73614
14-04 08:38:23,14.573,0.503,84.925,0,0,0,0,210432,1468800,3804684288,801402880,464932864,14631825408,1280,73614
14-04 08:38:24,12.563,0.754,86.432,0.251,0,0,61440,187219,1320681,3804807168,801271808,464936960,14631825408,1280,73614
14-04 08:38:25,16.040,0.251,83.709,0,0,0,0,218630,1529707,3804807168,801271808,464936960,14631825408,1280,73614
14-04 08:38:26,15.152,0.253,84.596,0,0,0,0,259602,1811862,3804807168,801271808,464936960,14631825408,1280,73614
14-04 08:38:27,14.861,0.252,84.887,0,0,0,16384,243866,1709911,3804807168,801271808,464936960,14631825408,1280,73614
14-04 08:38:28,14.106,0.252,85.642,0,0,0,81920,234775,1666767,3804807168,801271808,464936960,14631825408,1280,73614
14-04 08:38:29,12,0.500,87.250,0.250,0,0,24576,179482,1261928,3804803072,801271808,464936960,14631829504,1280,73614
14-04 08:38:30,14.500,0.750,84.750,0,0,0,0,192601,1345485,3804803072,801271808,464936960,14631829504,1280,73614
14-04 08:38:31,12.121,0.253,87.626,0,0,0,0,175672,1242961,3804803072,801271808,464936960,14631829504,1280,73614
14-04 08:38:32,11.421,0.508,87.817,0.254,0,0,69632,179273,1279681,3804803072,801271808,464936960,14631829504,1280,73614
14-04 08:38:33,14.787,0,85.213,0,0,0,12288,200156,1404970,3804803072,801271808,464936960,14631829504,1280,73614
14-04 08:38:34,14.824,0.251,84.925,0,0,0,0,252824,1774003,3804803072,801271808,464936960,14631829504,1280,73614
14-04 08:38:35,15.075,0.503,84.171,0.251,0,0,24576,252534,1772334,3804917760,801144832,464945152,14631833600,1280,73614
14-04 08:38:36,14.713,0.499,84.788,0,0,0,0,239173,1686763,3804917760,801144832,464945152,14631833600,1280,73614
14-04 08:38:37,13.924,0.506,85.570,0,0,0,4096,201160,1407393,3804917760,801144832,464945152,14631833600,1280,73614
14-04 08:38:38,15.750,0.250,84,0,0,0,32768,247809,1748775,3804913664,801144832,464945152,14631837696,1280,73614
14-04 08:38:39,15.539,0.752,83.709,0,0,0,0,241098,1691727,3804913664,801144832,464945152,14631837696,1280,73614
14-04 08:38:40,16.873,0.993,82.134,0,0,0,36864,250298,1768021,3804413952,801628160,464945152,14631837696,1280,73614
14-04 08:38:41,14.610,0.756,84.383,0.252,0,0,24576,216676,1509617,3804409856,801628160,464949248,14631837696,1280,73614
14-04 08:38:42,13.750,0.750,85.500,0,0,0,69632,193779,1362080,3804409856,801628160,464949248,14631837696,1280,73614
14-04 08:38:43,13.452,0.761,85.787,0,0,0,0,224961,1569579,3804401664,801636352,464949248,14631837696,1280,73614
14-04 08:38:44,14.646,0.253,85.101,0,0,0,16384,238642,1686857,3804401664,801636352,464949248,14631837696,1280,73614
14-04 08:38:45,15.075,0.251,84.673,0,0,0,0,250460,1754398,3804401664,801636352,464949248,14631837696,1280,73614
14-04 08:38:46,15.881,0.744,83.127,0.248,0,0,16384,245630,1729320,3804401664,801636352,464953344,14631833600,1280,73614
14-04 08:38:47,15.633,0.744,83.623,0,0,0,12288,219978,1547404,3804397568,801636352,464953344,14631837696,1280,73614
14-04 08:38:48,15.288,0.251,84.461,0,0,0,0,256122,1791504,3804397568,801636352,464953344,14631837696,1280,73614
14-04 08:38:49,15.672,0.498,83.831,0,0,0,0,249211,1748199,3804397568,801636352,464953344,14631837696,1280,73614
14-04 08:38:50,15.578,0,84.422,0,0,0,28672,252654,1771146,3804651520,801382400,464953344,14631837696,1280,73614
14-04 08:38:51,15.461,0.499,84.040,0,0,0,0,238613,1671945,3804651520,801382400,464953344,14631837696,1280,73614
14-04 08:38:52,14.070,0.503,85.176,0.251,0,0,81920,203409,1426214,3804651520,801382400,464957440,14631833600,1280,73614
14-04 08:38:53,13.924,0.759,85.316,0,0,0,4096,179623,1260928,3804647424,801382400,464957440,14631837696,1280,73614
14-04 08:38:54,15.327,0.503,84.171,0,0,0,0,206487,1446686,3804639232,801382400,464957440,14631845888,1280,73614
14-04 08:38:55,15.960,0.249,83.541,0.249,0,0,45056,234354,1648998,3804639232,801382400,464957440,14631845888,1280,73614
14-04 08:38:56,14.787,0.752,84.461,0,0,0,0,190323,1341615,3804639232,801382400,464957440,14631845888,1280,73614
14-04 08:38:57,16.080,0.251,83.668,0,0,0,0,189837,1325390,3804762112,801255424,464957440,14631845888,1280,73614
14-04 08:38:58,13.924,0.759,85.063,0.253,0,0,36864,203856,1442603,3804753920,801255424,464965632,14631845888,1280,73614
14-04 08:38:59,14.787,0.752,84.461,0,0,0,0,216245,1510495,3804753920,801255424,464965632,14631845888,1280,73614
14-04 08:39:00,14.536,0.501,84.962,0,0,0,0,204042,1443004,3804753920,801255424,464965632,14631845888,1280,73614
14-04 08:39:01,16.873,0.248,82.878,0,0,0,16384,245239,1728841,3804753920,801255424,464965632,14631845888,1280,73614
14-04 08:39:02,15.152,0.505,84.343,0,0,0,0,236577,1669237,3804753920,801255424,464965632,14631845888,1280,73614
14-04 08:39:03,14.899,0.253,84.848,0,0,0,69632,245218,1713950,3804753920,801255424,464965632,14631845888,1280,73614
14-04 08:39:04,15.038,0.501,84.211,0.251,0,0,16384,219736,1543598,3804753920,801255424,464973824,14631837696,1280,73614
14-04 08:39:05,16.749,0.739,82.512,0,0,0,0,226982,1590781,3804745728,801255424,464973824,14631845888,1280,73614
14-04 08:39:06,15.152,0.253,84.596,0,0,0,0,240120,1689714,3804745728,801255424,464973824,14631845888,1280,73614
14-04 08:39:07,14.358,0.504,85.139,0,0,0,12288,243948,1728191,3804745728,801255424,464973824,14631845888,1280,73614
14-04 08:39:08,13,0.750,86.250,0,0,0,0,179962,1265321,3804745728,801255424,464973824,14631845888,1280,73614
14-04 08:39:09,14.861,0.252,84.887,0,0,0,8192,243300,1710072,3804745728,801255424,464973824,14631845888,1280,73614
14-04 08:39:10,16.792,1.003,81.955,0.251,0,0,53248,233809,1648853,3804794880,801202176,464977920,14631845888,1280,73614
14-04 08:39:11,13.418,1.013,85.570,0,0,0,0,219428,1547085,3804610560,801382400,464977920,14631849984,1280,73614
14-04 08:39:12,15.829,0,84.171,0,0,0,69632,252691,1772274,3804610560,801382400,464977920,14631849984,1280,73614
14-04 08:39:13,14.824,0.503,84.673,0,0,0,12288,201321,1421182,3804606464,801382400,464977920,14631854080,1280,73614
14-04 08:39:14,14.500,0.500,85,0,0,0,0,194366,1364254,3804606464,801382400,464977920,14631854080,1280,73614
14-04 08:39:15,14.573,0.503,84.673,0.251,0,0,0,252751,1771001,3804606464,801382400,464982016,14631849984,1280,73614
14-04 08:39:16,15,0.500,84.500,0,0,0,32768,254561,1791649,3804606464,801382400,464986112,14631845888,1280,73614
14-04 08:39:17,15.288,0.501,84.211,0,0,0,12288,256514,1794468,3804598272,801382400,464986112,14631854080,1280,73614
14-04 08:39:18,14.937,0.253,84.810,0,0,0,0,221649,1564709,3804598272,801382400,464986112,14631854080,1280,73614
14-04 08:39:19,14.536,0.752,84.712,0,0,0,20480,256442,1794361,3804594176,801382400,464986112,14631858176,1280,73614
14-04 08:39:20,13.995,0.254,85.751,0,0,0,40960,233871,1648730,3804467200,801476608,464986112,14631858176,1280,73614
14-04 08:39:21,15.461,0.249,84.040,0.249,0,0,65536,242155,1707483,3804463104,801476608,464990208,14631858176,1280,73614
14-04 08:39:22,13.819,0.754,85.427,0,0,0,40960,200266,1408088,3804459008,801476608,464990208,14631858176,1280,73614
14-04 08:39:23,15.250,0.750,84,0,0,0,0,228006,1605991,3804712960,801222656,464990208,14631858176,1280,73614
14-04 08:39:24,15.075,0,84.925,0,0,0,0,261018,1832220,3804712960,801222656,464990208,14631858176,1280,73614
14-04 08:39:25,15.617,0,84.383,0,0,0,57344,253580,1774003,3804712960,801222656,464990208,14631858176,1280,73614
14-04 08:39:26,15.500,0.500,83.500,0.500,0,0,16384,259298,1829095,3804839936,801095680,464994304,14631854080,1280,73614
14-04 08:39:27,15.038,0.501,84.461,0,0,0,0,233862,1631872,3804835840,801095680,464994304,14631858176,1280,73614
14-04 08:39:28,13.716,0.748,85.536,0,0,0,12288,196164,1384344,3804835840,801095680,464994304,14631858176,1280,73614
14-04 08:39:29,15.404,0.253,84.343,0,0,0,0,245520,1730430,3804835840,801095680,464994304,14631858176,1280,73614
14-04 08:39:30,15.327,0.503,84.171,0,0,0,0,228312,1608282,3804835840,801095680,464994304,14631858176,1280,73614
14-04 08:39:31,13.740,0.254,85.751,0.254,0,0,16384,231643,1638801,3804831744,801095680,464998400,14631858176,1280,73614
14-04 08:39:32,13.602,0.756,85.642,0,0,0,0,184347,1310359,3804827648,801095680,464998400,14631862272,1280,73614
14-04 08:39:33,12.500,0.750,86.750,0,0,0,12288,184121,1285411,3804827648,801095680,464998400,14631862272,1280,73614
14-04 08:39:34,13.636,0.505,85.859,0,0,0,65536,185067,1302644,3804827648,801095680,464998400,14631862272,1280,73614
14-04 08:39:35,15.672,0.746,83.582,0,0,0,0,229933,1625783,3804827648,801095680,464998400,14631862272,1280,73614
14-04 08:39:36,13.924,0.506,85.570,0,0,0,16384,207076,1449689,3804823552,801095680,465002496,14631862272,1280,73614
14-04 08:39:37,13.750,0.750,85.500,0,0,0,40960,172995,1218363,3804315648,801603584,465002496,14631862272,1312,73614
14-04 08:39:38,14.428,0.746,84.826,0,0,0,0,168534,1184465,3804315648,801603584,465002496,14631862272,1312,73614
14-04 08:39:39,12.911,0.253,86.835,0,0,0,0,205041,1461807,3804315648,801603584,465002496,14631862272,1312,73614
14-04 08:39:40,15.696,0.506,83.797,0,0,0,36864,229558,1612462,3803942912,801976320,465002496,14631862272,1312,73614
14-04 08:39:41,13,0.750,86,0.250,0,0,16384,189776,1344146,3803926528,801984512,465010688,14631862272,1312,73614
14-04 08:39:42,15.288,0.501,83.960,0.251,0,0,65536,218337,1546797,3803926528,801984512,465010688,14631862272,1312,73614
14-04 08:39:43,14.070,0.503,85.427,0,0,0,0,209426,1483365,3803926528,801984512,465010688,14631862272,1312,73614
14-04 08:39:44,14.179,0.746,85.075,0,0,0,12288,172790,1221926,3803922432,801984512,465010688,14631866368,1312,73614
14-04 08:39:45,15.288,0.251,84.461,0,0,0,0,206869,1464187,3803922432,801984512,465010688,14631866368,1312,73614
14-04 08:39:46,15.038,0.501,84.461,0,0,0,0,216658,1510586,3803922432,801984512,465010688,14631866368,1312,73614
14-04 08:39:47,14.861,0.504,84.383,0.252,0,0,40960,198430,1400799,3803910144,801984512,465018880,14631870464,1312,73614
14-04 08:39:48,14.861,0.504,84.635,0,0,0,0,210813,1468488,3803906048,801984512,465018880,14631874560,1312,73614
14-04 08:39:49,15.228,0.254,84.518,0,0,0,0,237806,1669233,3803906048,801984512,465018880,14631874560,1312,73614
14-04 08:39:50,15,0.250,84.750,0,0,0,20480,209373,1484597,3804413952,801476608,465018880,14631874560,1312,73614
14-04 08:39:51,15.250,0.250,84.500,0,0,0,0,217362,1528655,3804413952,801476608,465018880,14631874560,1312,73614
14-04 08:39:52,14.035,0.501,85.464,0,0,0,4096,186220,1303798,3804413952,801476608,465018880,14631874560,1312,73614
14-04 08:39:53,11.616,0.758,87.374,0.253,0,0,77824,156183,1099064,3804409856,801476608,465022976,14631874560,1312,73614
14-04 08:39:54,13.283,0.501,86.216,0,0,0,0,176997,1242106,3804409856,801476608,465022976,14631874560,1312,73614
14-04 08:39:55,12.846,0.252,86.902,0,0,0,0,183323,1283307,3804409856,801476608,465022976,14631874560,1312,73614
14-04 08:39:56,14.500,0.750,84.750,0,0,0,45056,190391,1360376,3804409856,801476608,465022976,14631874560,1312,73614
14-04 08:39:57,12.469,0.499,87.032,0,0,0,0,174505,1241677,3804409856,801476608,465022976,14631874560,1312,73614
14-04 08:39:58,14.604,0.743,84.653,0,0,0,0,191814,1346753,3804409856,801476608,465022976,14631874560,1312,73614
14-04 08:39:59,12.911,0.253,86.582,0.253,0,0,45056,211939,1487707,3804405760,801476608,465027072,14631874560,1312,73614
14-04 08:40:00,12.374,0.505,87.121,0,0,0,0,170469,1217050,3804405760,801476608,465027072,14631874560,1312,73614
14-04 08:40:01,13.500,0.750,85.750,0,0,0,0,170900,1205125,3804405760,801476608,465027072,14631874560,1312,73614
14-04 08:40:02,15.539,0.251,84.211,0,0,0,0,204543,1444234,3804405760,801476608,465027072,14631874560,1312,73614
14-04 08:40:03,13.636,0.253,86.111,0,0,0,0,224580,1587924,3804405760,801476608,465027072,14631874560,1312,73614
14-04 08:40:04,12.500,0.750,86.750,0,0,0,0,171203,1201267,3804405760,801476608,465027072,14631874560,1312,73614
14-04 08:40:05,15.212,0.499,84.040,0.249,0,0,16384,199701,1423047,3804401664,801476608,465031168,14631874560,1312,73614
14-04 08:40:06,13.250,0.500,86.250,0,0,0,0,186301,1322426,3804401664,801476608,465031168,14631874560,1312,73614
14-04 08:40:07,13.131,0.505,86.364,0,0,0,36864,186364,1324156,3804397568,801476608,465031168,14631878656,1312,73614
14-04 08:40:08,14.787,0.501,84.712,0,0,0,0,218076,1548442,3804397568,801476608,465031168,14631878656,1312,73614
14-04 08:40:09,15.750,0.500,83.750,0,0,0,0,235831,1671823,3804393472,801476608,465031168,14631882752,1312,73614
14-04 08:40:10,15.869,0.756,83.375,0,0,0,36864,238009,1688870,3804401664,801468416,465031168,14631882752,1280,73614
14-04 08:40:11,13.965,0.499,85.037,0.499,0,0,16384,201066,1425060,3804389376,801476608,465035264,14631882752,1280,73614
14-04 08:40:12,15.288,0.501,84.211,0,0,0,53248,241478,1727454,3804389376,801476608,465035264,14631882752,1280,73614
14-04 08:40:13,14.430,0.253,85.316,0,0,0,0,218989,1548229,3804389376,801476608,465035264,14631882752,1280,73614
14-04 08:40:14,11.940,0.746,87.313,0,0,0,0,158750,1121794,3804389376,801476608,465035264,14631882752,1280,73614
14-04 08:40:15,11.587,0.252,88.161,0,0,0,65536,167163,1180496,3804389376,801476608,465035264,14631882752,1280,73614
14-04 08:40:16,12.935,0.498,86.318,0.249,0,0,16384,172583,1218623,3804385280,801476608,465039360,14631882752,1280,73614
14-04 08:40:17,13.184,0.498,86.318,0,0,0,0,188491,1323645,3804385280,801476608,465039360,14631882752,1280,73614
14-04 08:40:18,12.782,0.501,86.717,0,0,0,12288,173501,1224069,3804385280,801476608,465039360,14631882752,1280,73614
14-04 08:40:19,15.578,0.251,84.171,0,0,0,0,224555,1587835,3804385280,801476608,465039360,14631882752,1280,73614
14-04 08:40:20,15.404,0.253,84.343,0,0,0,53248,236608,1669713,3804639232,801222656,465039360,14631882752,1280,73614
14-04 08:40:21,14,0.750,85,0.250,0,0,49152,187683,1323092,3804635136,801222656,465043456,14631882752,1280,73614
14-04 08:40:22,12.968,0.249,86.783,0,0,0,4096,165992,1162706,3804635136,801222656,465043456,14631882752,1280,73614
14-04 08:40:23,13.283,1.003,85.714,0,0,0,40960,177240,1258360,3804880896,800968704,465043456,14631890944,1280,73614
14-04 08:40:24,14.428,0.746,84.826,0,0,0,0,189880,1343360,3804880896,800968704,465043456,14631890944,1280,73614
14-04 08:40:25,14.141,0.253,85.606,0,0,0,0,185581,1305769,3804880896,800968704,465043456,14631890944,1280,73614
14-04 08:40:26,12.531,0.752,86.466,0.251,0,0,16384,192470,1365098,3804872704,800968704,465051648,14631890944,1280,73614
14-04 08:40:27,11.779,0.752,87.218,0.251,0,0,49152,165443,1177209,3804872704,800968704,465051648,14631890944,1280,73614
14-04 08:40:28,13.165,0,86.835,0,0,0,12288,197631,1404434,3804872704,800968704,465051648,14631890944,1280,73614
