"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_2_run.csv",,,,"Date:","14 Apr 2020 09:17:27 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
14-04 09:17:59,13.889,0.505,85.606,0,0,0,0,246257,1712149,3801710592,800083968,467013632,14632005632,1248,73620
14-04 09:18:00,15.327,0.251,84.422,0,0,0,0,218594,1527207,3801710592,800083968,467013632,14632005632,1248,73620
14-04 09:18:01,15.288,0.752,83.960,0,0,0,0,238569,1669059,3801706496,800083968,467013632,14632009728,1248,73620
14-04 09:18:02,16.250,0.500,83.250,0,0,0,12288,241157,1670495,3801706496,800083968,467013632,14632009728,1248,73620
14-04 09:18:03,15.423,0.498,83.831,0.249,0,0,212992,228213,1588576,3801702400,800083968,467013632,14632009728,1248,73620
14-04 09:18:04,14.213,0.508,85.279,0,0,0,0,219935,1529110,3801702400,800083968,467013632,14632009728,1248,73620
14-04 09:18:05,15.075,0.251,84.673,0,0,0,0,208340,1462397,3801702400,800083968,467013632,14632009728,1248,73620
14-04 09:18:06,13.750,0.500,85.750,0,0,0,0,220141,1530462,3801702400,800083968,467013632,14632009728,1248,73620
14-04 09:18:07,13.889,0.758,85.354,0,0,0,12288,211098,1466603,3801698304,800083968,467013632,14632013824,1248,73620
14-04 09:18:08,14.286,0.501,84.962,0.251,0,0,32768,201347,1406171,3801694208,800083968,467017728,14632013824,1248,73620
14-04 09:18:09,15.327,0.503,84.171,0,0,0,0,261208,1829985,3801690112,800083968,467017728,14632013824,1248,73620
14-04 09:18:10,13.317,0.754,85.930,0,0,0,0,201943,1405665,3801690112,800083968,467017728,14632013824,1248,73620
14-04 09:18:11,13.534,0.251,86.216,0,0,0,0,177759,1242175,3801690112,800083968,467017728,14632013824,1248,73620
14-04 09:18:12,17.164,0.995,81.592,0.249,0,0,114688,206700,1446146,3802071040,799703040,467017728,14632013824,1248,73620
14-04 09:18:13,13.965,0.748,85.037,0.249,0,0,86016,211460,1466858,3802062848,799703040,467025920,14632013824,1248,73620
14-04 09:18:14,14.963,0.748,84.289,0,0,0,0,216199,1509821,3802062848,799703040,467025920,14632013824,1248,73620
14-04 09:18:15,12.782,0.501,86.717,0,0,0,0,152154,1059409,3802062848,799703040,467025920,14632013824,1248,73620
14-04 09:18:16,12.658,0,87.342,0,0,0,0,169504,1181344,3802058752,799703040,467025920,14632017920,1248,73620
14-04 09:18:17,13.784,0.752,85.464,0,0,0,0,200639,1405499,3802058752,799703040,467025920,14632017920,1248,73620
14-04 09:18:18,15.423,0.498,83.831,0.249,0,0,12288,222582,1565201,3802054656,799703040,467030016,14632017920,1248,73620
14-04 09:18:19,15.365,0.504,84.131,0,0,0,16384,226325,1569661,3802046464,799703040,467038208,14632017920,1248,73620
14-04 09:18:20,14.610,0.504,84.887,0,0,0,0,252819,1755031,3802046464,799703040,467038208,14632017920,1248,73620
14-04 09:18:21,14.213,0.508,85.279,0,0,0,0,237045,1665596,3802046464,799703040,467038208,14632017920,1248,73620
14-04 09:18:22,14.464,0.998,84.539,0,0,0,0,186167,1286337,3802046464,799703040,467038208,14632017920,1248,73620
14-04 09:18:23,15.152,0.505,84.343,0,0,0,16384,231331,1610018,3802169344,799576064,467038208,14632022016,1248,73620
14-04 09:18:24,15.113,0.252,84.635,0,0,0,0,245945,1728418,3802169344,799576064,467038208,14632022016,1248,73620
14-04 09:18:25,13.033,1.003,85.714,0.251,0,0,16384,163178,1140608,3802161152,799576064,467046400,14632022016,1248,73620
14-04 09:18:26,13.602,0.504,85.894,0,0,0,0,207279,1448990,3802161152,799576064,467046400,14632022016,1248,73620
14-04 09:18:27,15.789,0.501,83.709,0,0,0,40960,236766,1651100,3803025408,798560256,467046400,14632669184,1280,73622
14-04 09:18:28,13.265,1.020,85.204,0.510,0,0,83271680,206334,1441847,3803025408,798560256,467046400,14632669184,1280,73622
14-04 09:18:29,12.782,0.251,86.967,0,0,0,32768,200914,1388159,3803025408,798560256,467046400,14632669184,1280,73622
14-04 09:18:30,13.350,0.756,85.642,0.252,0,0,126976,191723,1341426,3803021312,798560256,467050496,14632669184,1280,73622
14-04 09:18:31,12.594,1.008,86.398,0,0,0,0,173051,1221807,3803021312,798560256,467050496,14632669184,1280,73622
14-04 09:18:32,12.563,0.503,86.935,0,0,0,0,165511,1161395,3803021312,798560256,467050496,14632669184,1280,73622
14-04 09:18:33,14.573,0.503,84.673,0.251,0,0,253952,208910,1448990,3803017216,798560256,467050496,14632673280,1280,73622
14-04 09:18:34,13.283,0.501,86.216,0,0,0,12288,200866,1405119,3803017216,798560256,467050496,14632673280,1280,73622
14-04 09:18:35,14.106,0.756,84.887,0.252,0,0,24576,213417,1504643,3803013120,798560256,467054592,14632673280,1280,73622
14-04 09:18:36,13,0.250,86.750,0,0,0,0,213428,1507232,3803009024,798560256,467054592,14632677376,1280,73622
14-04 09:18:37,15.404,0.253,84.343,0,0,0,0,254998,1792530,3803009024,798560256,467054592,14632677376,1280,73622
14-04 09:18:38,15.657,0.505,83.838,0,0,0,0,236268,1650563,3803009024,798560256,467054592,14632677376,1280,73622
14-04 09:18:39,15.327,0.251,84.422,0,0,0,4096,245724,1713840,3803009024,798560256,467054592,14632677376,1280,73622
14-04 09:18:40,13.500,0.750,85.500,0.250,0,0,45056,161731,1137746,3803009024,798560256,467054592,14632677376,1280,73622
14-04 09:18:41,14.035,0.251,85.714,0,0,0,0,221215,1530462,3803004928,798560256,467054592,14632681472,1280,73622
14-04 09:18:42,13.671,0.759,85.570,0,0,0,36864,182271,1280468,3802873856,798687232,467054592,14632685568,1280,73622
14-04 09:18:43,10.486,0.256,89.258,0,0,0,0,196617,1385376,3802873856,798687232,467054592,14632685568,1280,73622
14-04 09:18:44,14.713,0.249,85.037,0,0,0,16384,178631,1245310,3802873856,798687232,467054592,14632685568,1280,73622
14-04 09:18:45,14.141,0.505,85.101,0.253,0,0,16384,212528,1484755,3802873856,798687232,467054592,14632685568,1280,73622
14-04 09:18:46,14.500,0.750,84.750,0,0,0,61440,190610,1325756,3802873856,798687232,467054592,14632685568,1280,73622
14-04 09:18:47,11.809,0.754,87.437,0,0,0,0,154101,1077103,3802873856,798687232,467054592,14632685568,1280,73622
14-04 09:18:48,12.030,0.501,87.469,0,0,0,0,169627,1201439,3802873856,798687232,467054592,14632685568,1280,73622
14-04 09:18:49,13.784,0.251,85.965,0,0,0,61440,194889,1367429,3802873856,798687232,467054592,14632685568,1280,73622
14-04 09:18:50,13.889,0.505,85.606,0,0,0,0,172478,1219580,3802873856,798687232,467054592,14632685568,1280,73622
14-04 09:18:51,14.684,0.506,84.557,0.253,0,0,16384,230896,1609072,3802869760,798687232,467054592,14632689664,1280,73622
14-04 09:18:52,13.854,0,86.146,0,0,0,12288,170211,1184079,3802869760,798687232,467054592,14632689664,1280,73622
14-04 09:18:53,13.131,0.253,86.616,0,0,0,0,179397,1260940,3802869760,798687232,467054592,14632689664,1280,73622
14-04 09:18:54,13.065,0.503,86.432,0,0,0,8192,193333,1345198,3802869760,798687232,467054592,14632689664,1280,73622
14-04 09:18:55,10.276,0.752,88.972,0,0,0,0,172672,1221236,3802869760,798687232,467054592,14632689664,1280,73622
14-04 09:18:56,10.380,0.506,88.861,0.253,0,0,16384,168413,1184206,3802865664,798687232,467058688,14632689664,1280,73622
14-04 09:18:57,12,0.750,87,0.250,0,0,69632,163310,1159403,3802734592,798814208,467058688,14632693760,1280,73622
14-04 09:18:58,12.500,0.250,87.250,0,0,0,0,167140,1162695,3802730496,798814208,467058688,14632697856,1280,73622
14-04 09:18:59,14.213,0.508,85.279,0,0,0,147456,216000,1507232,3802730496,798814208,467058688,14632697856,1280,73622
14-04 09:19:00,15.288,0.251,84.461,0,0,0,0,230332,1609072,3802730496,798814208,467058688,14632697856,1280,73622
14-04 09:19:01,14.536,0.501,84.712,0.251,0,0,53248,177293,1240638,3802730496,798814208,467058688,14632697856,1280,73622
14-04 09:19:02,13.716,0.249,86.035,0,0,0,12288,181875,1264772,3802730496,798814208,467058688,14632697856,1280,73622
14-04 09:19:03,13.317,0.503,86.181,0,0,0,0,177947,1242393,3802726400,798814208,467058688,14632701952,1280,73622
14-04 09:19:04,13.682,0.746,85.572,0,0,0,16384,154201,1079649,3802726400,798814208,467058688,14632701952,1280,73622
14-04 09:19:05,15.136,0.744,84.119,0,0,0,0,179978,1262816,3802726400,798814208,467058688,14632701952,1280,73622
14-04 09:19:06,13.930,0.498,85.323,0.249,0,0,24576,160554,1137473,3802722304,798814208,467058688,14632706048,1280,73622
14-04 09:19:07,12.374,0.505,87.121,0,0,0,12288,176495,1242867,3802722304,798814208,467058688,14632706048,1280,73622
14-04 09:19:08,15.038,0.501,84.461,0,0,0,0,205494,1446170,3802718208,798814208,467058688,14632710144,1280,73622
14-04 09:19:09,14.286,0.501,85.213,0,0,0,53248,200928,1409033,3802718208,798814208,467058688,14632710144,1280,73622
14-04 09:19:10,13.165,0.253,86.582,0,0,0,0,187170,1323647,3802718208,798814208,467058688,14632710144,1280,73622
14-04 09:19:11,15.038,0.251,84.461,0.251,0,0,16384,229031,1606300,3802714112,798814208,467062784,14632710144,1280,73622
14-04 09:19:12,13.819,1.005,85.176,0,0,0,90112,170250,1184625,3802710016,798814208,467062784,14632714240,1248,73622
14-04 09:19:13,13.350,0.252,86.398,0,0,0,0,172755,1202949,3802710016,798814208,467062784,14632714240,1248,73622
14-04 09:19:14,13.033,0.251,86.717,0,0,0,0,167717,1178834,3802710016,798814208,467062784,14632714240,1248,73622
14-04 09:19:15,13,0.500,86.500,0,0,0,20480,185369,1301963,3802705920,798814208,467062784,14632718336,1248,73622
14-04 09:19:16,13.317,0.503,86.181,0,0,0,0,160169,1123102,3802705920,798814208,467062784,14632718336,1248,73622
14-04 09:19:17,14.106,0.252,85.390,0.252,0,0,40960,189377,1341623,3802701824,798814208,467066880,14632718336,1248,73622
14-04 09:19:18,15,0.750,84.250,0,0,0,0,149592,1041630,3802701824,798814208,467066880,14632718336,1248,73622
14-04 09:19:19,14.358,0.504,85.139,0,0,0,0,164284,1158958,3802701824,798814208,467066880,14632718336,1248,73622
14-04 09:19:20,14.430,0.506,85.063,0,0,0,0,227755,1587860,3802701824,798814208,467066880,14632718336,1248,73622
14-04 09:19:21,14.536,0.501,84.962,0,0,0,0,201479,1405119,3802701824,798814208,467066880,14632718336,1248,73622
14-04 09:19:22,14.394,0.758,84.848,0,0,0,12288,156447,1082785,3802701824,798814208,467066880,14632718336,1248,73622
14-04 09:19:23,14.861,1.008,83.879,0.252,0,0,16384,142285,998199,3802693632,798814208,467070976,14632722432,1248,73622
14-04 09:19:24,13.671,1.013,85.316,0,0,0,4096,146848,1036685,3802693632,798814208,467070976,14632722432,1248,73622
14-04 09:19:25,15.075,0.251,84.673,0,0,0,36864,146729,1038495,3802693632,798814208,467070976,14632722432,1248,73622
14-04 09:19:26,13.671,0,86.329,0,0,0,0,150260,1041993,3802693632,798814208,467070976,14632722432,1248,73622
14-04 09:19:27,13.889,0.505,85.606,0,0,0,49152,181052,1262962,3803201536,798306304,467070976,14632722432,1248,73622
14-04 09:19:28,15.038,0.752,84.211,0,0,0,0,179810,1262858,3803201536,798306304,467070976,14632722432,1248,73622
14-04 09:19:29,15.500,0.250,84,0.250,0,0,49152,161376,1140335,3803193344,798306304,467079168,14632722432,1248,73622
14-04 09:19:30,13.317,1.005,85.678,0,0,0,0,127621,897702,3803193344,798306304,467079168,14632722432,1248,73622
14-04 09:19:31,13.384,0.505,86.111,0,0,0,0,141400,998032,3803189248,798306304,467079168,14632726528,1248,73622
14-04 09:19:32,14.573,0.251,85.176,0,0,0,0,181333,1281820,3803189248,798306304,467079168,14632726528,1248,73621
14-04 09:19:33,15.228,0.508,84.264,0,0,0,12288,185855,1300963,3803189248,798306304,467079168,14632726528,1248,73621
14-04 09:19:34,14.286,0.501,84.962,0.251,0,0,16384,136286,957296,3803189248,798306304,467079168,14632726528,1248,73621
14-04 09:19:35,14.464,0.499,85.037,0,0,0,20480,172787,1221807,3803189248,798306304,467079168,14632726528,1248,73621
14-04 09:19:36,13.750,1,85.250,0,0,0,0,139590,980526,3803189248,798306304,467079168,14632726528,1248,73621
14-04 09:19:37,15.578,0.503,83.920,0,0,0,0,134590,954932,3803189248,798306304,467079168,14632726528,1248,73621
14-04 09:19:38,15.423,0.746,83.831,0,0,0,0,159155,1120513,3803189248,798306304,467079168,14632726528,1248,73621
14-04 09:19:39,15.909,1.010,82.828,0.253,0,0,122880,180932,1266457,3803439104,798019584,467079168,14632763392,1280,73621
14-04 09:19:40,14.610,0.504,84.887,0,0,0,0,152119,1076642,3803439104,798019584,467079168,14632763392,1280,73621
14-04 09:19:41,15.174,0.249,84.577,0,0,0,0,163111,1142197,3803439104,798052352,467079168,14632730624,1280,73621
14-04 09:19:42,15.113,0.756,84.131,0,0,0,36864,170558,1202861,3803561984,797925376,467079168,14632734720,1280,73621
14-04 09:19:43,13.959,0.508,85.533,0,0,0,0,163044,1140881,3803561984,797925376,467079168,14632734720,1280,73621
14-04 09:19:44,14.286,1.003,84.712,0,0,0,53248,141698,996014,3803561984,797925376,467079168,14632734720,1280,73621
14-04 09:19:45,14.750,0.750,84.250,0.250,0,0,73728,146416,1020418,3803561984,797925376,467079168,14632734720,1280,73621
14-04 09:19:46,13.924,0.253,85.823,0,0,0,0,195492,1383006,3803557888,797925376,467079168,14632738816,1280,73621
14-04 09:19:47,14.177,0.253,85.570,0,0,0,0,180910,1262118,3803557888,797925376,467079168,14632738816,1280,73621
14-04 09:19:48,13.602,0.756,85.642,0,0,0,0,151882,1060370,3803553792,797925376,467079168,14632742912,1280,73621
14-04 09:19:49,14.430,0.506,85.063,0,0,0,0,159946,1119006,3803553792,797925376,467079168,14632742912,1280,73621
14-04 09:19:50,15.038,0.501,83.960,0.501,0,0,40960,148043,1039612,3803553792,797925376,467079168,14632742912,1280,73621
14-04 09:19:51,13.819,0.754,85.427,0,0,0,0,154571,1081249,3803553792,797925376,467079168,14632742912,1280,73621
14-04 09:19:52,15.288,0.752,83.960,0,0,0,0,190143,1341806,3803676672,797798400,467079168,14632747008,1280,73621
14-04 09:19:53,15.365,0.504,84.131,0,0,0,0,206047,1429859,3803676672,797798400,467079168,14632747008,1280,73621
14-04 09:19:54,15.327,0.251,84.422,0,0,0,4096,197761,1401799,3803676672,797798400,467079168,14632747008,1280,73621
14-04 09:19:55,15.423,0.746,83.582,0.249,0,0,49152,186671,1303825,3803676672,797798400,467079168,14632747008,1280,73621
14-04 09:19:56,15.113,0.504,84.383,0,0,0,0,167458,1181344,3803672576,797798400,467079168,14632751104,1280,73621
14-04 09:19:57,15.750,0.750,83.500,0,0,0,40960,189536,1326889,3803553792,797917184,467079168,14632751104,1280,73621
14-04 09:19:58,15.288,0.752,83.960,0,0,0,0,158018,1119967,3803545600,797925376,467079168,14632751104,1280,73621
14-04 09:19:59,16.121,0.756,83.123,0,0,0,0,135501,954707,3803545600,797925376,467079168,14632751104,1280,73621
14-04 09:20:00,17.128,1.259,81.612,0,0,0,0,105025,736110,3803545600,797925376,467079168,14632751104,1280,73621
14-04 09:20:01,18.136,0.756,80.856,0.252,0,0,110592,102581,730386,3803545600,797925376,467079168,14632751104,1280,73621
14-04 09:20:02,17.380,0.756,81.864,0,0,0,12288,104865,736217,3803545600,797925376,467079168,14632751104,1280,73621
14-04 09:20:03,19.849,1.005,79.146,0,0,0,0,128552,896192,3803545600,797925376,467079168,14632751104,1280,73621
14-04 09:20:04,17.424,0.505,82.071,0,0,0,0,112792,794079,3803545600,797925376,467079168,14632751104,1280,73621
14-04 09:20:05,19.144,0.504,80.353,0,0,0,0,112705,791763,3803545600,797925376,467079168,14632751104,1280,73621
14-04 09:20:06,19,1,79.750,0.250,0,0,49152,114201,797214,3803545600,797925376,467079168,14632751104,1280,73621
14-04 09:20:07,17.293,1.253,81.454,0,0,0,12288,90281,648748,3803545600,797925376,467079168,14632751104,1280,73621
14-04 09:20:08,18.844,1.256,79.899,0,0,0,0,128446,899369,3803541504,797925376,467079168,14632755200,1280,73621
14-04 09:20:09,19.949,0.505,79.545,0,0,0,4096,131612,934845,3803541504,797925376,467079168,14632755200,1280,73621
14-04 09:20:10,19.494,0.506,80,0,0,0,0,128570,896192,3803541504,797925376,467079168,14632755200,1280,73621
14-04 09:20:11,17.647,1.023,81.074,0.256,0,0,32768,130047,899054,3803541504,797925376,467079168,14632755200,1280,73621
14-04 09:20:12,18,2,80,0,0,0,94208,120399,852470,3803033600,798433280,467079168,14632755200,1280,73621
14-04 09:20:13,16.919,1.010,82.071,0,0,0,0,86731,611313,3803033600,798433280,467079168,14632755200,1280,73621
14-04 09:20:14,19.444,0.758,79.798,0,0,0,0,117118,818817,3803033600,798433280,467079168,14632755200,1280,73621
14-04 09:20:15,17.722,0.759,81.519,0,0,0,0,97403,688595,3803033600,798433280,467079168,14632755200,1280,73621
14-04 09:20:16,16.709,1.266,82.025,0,0,0,0,88039,613902,3803033600,798433280,467079168,14632755200,1280,73621
14-04 09:20:17,16.877,0.756,82.116,0.252,0,0,28672,96952,690601,3803033600,798433280,467079168,14632755200,1280,73621
14-04 09:20:18,16.877,1.008,82.116,0,0,0,0,86434,610949,3803033600,798433280,467079168,14632755200,1280,73621
14-04 09:20:19,18.703,0.748,80.549,0,0,0,0,100099,711854,3803033600,798433280,467079168,14632755200,1280,73621
14-04 09:20:20,17.215,0.506,82.278,0,0,0,0,95982,673651,3803029504,798433280,467079168,14632759296,1280,73621
14-04 09:20:21,15.038,0.501,84.461,0,0,0,61440,181378,1264444,3803029504,798433280,467079168,14632759296,1280,73621
14-04 09:20:22,15.750,0.250,83.750,0.250,0,0,16384,250354,1769261,3803025408,798433280,467079168,14632763392,1280,73621
14-04 09:20:23,14.394,0.758,84.848,0,0,0,24576,204224,1428789,3802771456,798687232,467079168,14632763392,1248,73621
14-04 09:20:24,15.288,0.251,84.461,0,0,0,4096,188827,1324699,3802767360,798687232,467079168,14632767488,1248,73621
14-04 09:20:25,15.288,0.501,84.211,0,0,0,0,229892,1607444,3802767360,798687232,467079168,14632767488,1248,73621
14-04 09:20:26,12.531,0.251,87.218,0,0,0,0,179924,1264171,3802767360,798687232,467079168,14632767488,1248,73621
14-04 09:20:27,13.065,0.754,86.181,0,0,0,20480,178789,1242867,3803402240,798052352,467079168,14632767488,1248,73621
14-04 09:20:28,15.789,0.501,83.459,0.251,0,0,49152,234098,1629440,3803402240,798052352,467083264,14632763392,1248,73621
14-04 09:20:29,14.610,0.504,84.635,0.252,0,0,28672,216251,1524738,3803398144,798052352,467083264,14632767488,1248,73621
14-04 09:20:30,12.814,0.503,86.683,0,0,0,0,188713,1323647,3803398144,798052352,467083264,14632767488,1248,73621
14-04 09:20:31,12.121,0,87.879,0,0,0,0,158046,1102734,3803398144,798052352,467083264,14632767488,1248,73621
14-04 09:20:32,13,0.500,86.500,0,0,0,0,154669,1079884,3803398144,798052352,467083264,14632767488,1248,73621
14-04 09:20:33,13.965,0.499,85.536,0,0,0,0,160677,1120240,3803398144,798052352,467083264,14632767488,1248,73621
14-04 09:20:34,14.573,0.754,84.422,0.251,0,0,16384,195679,1382162,3803398144,798052352,467091456,14632759296,1248,73621
14-04 09:20:35,13.568,0.503,85.930,0,0,0,0,187495,1323647,3803389952,798052352,467091456,14632767488,1248,73621
14-04 09:20:36,12.500,0.500,87,0,0,0,0,160102,1123102,3803389952,798052352,467091456,14632767488,1248,73621
14-04 09:20:37,12.626,0.758,86.616,0,0,0,12288,142299,999649,3803385856,798052352,467091456,14632771584,1248,73621
14-04 09:20:38,13.466,0.748,85.786,0,0,0,0,156629,1100208,3803385856,798052352,467091456,14632771584,1248,73621
14-04 09:20:39,13.671,0.253,85.823,0.253,0,0,20480,212340,1486914,3803381760,798052352,467095552,14632771584,1248,73621
14-04 09:20:40,15.461,0.748,83.791,0,0,0,0,259542,1829414,3803381760,798052352,467095552,14632771584,1248,73621
14-04 09:20:41,12.879,0.253,86.869,0,0,0,16384,156432,1099872,3803381760,798052352,467095552,14632771584,1248,73621
14-04 09:20:42,15.617,0.756,83.627,0,0,0,90112,159847,1103675,3802648576,798785536,467095552,14632771584,1248,73621
14-04 09:20:43,12.091,0.504,87.406,0,0,0,0,160190,1119214,3802619904,798814208,467095552,14632771584,1248,73621
14-04 09:20:44,13,1,86,0,0,0,0,186918,1303825,3802619904,798814208,467095552,14632771584,1248,73621
14-04 09:20:45,14.610,0.504,84.635,0.252,0,0,32768,220210,1547968,3802611712,798814208,467099648,14632775680,1248,73621
14-04 09:20:46,14.070,0.754,85.176,0,0,0,0,215946,1506959,3802611712,798814208,467099648,14632775680,1248,73621
14-04 09:20:47,13.033,0.752,86.216,0,0,0,73728,198329,1382932,3802611712,798814208,467099648,14632775680,1248,73621
14-04 09:20:48,14.106,0.504,85.390,0,0,0,0,207169,1445897,3802611712,798814208,467099648,14632775680,1248,73621
14-04 09:20:49,15.711,0.499,83.791,0,0,0,0,266585,1853761,3802607616,798814208,467099648,14632779776,1248,73621
14-04 09:20:50,13.317,0.503,86.181,0,0,0,0,194465,1367518,3802607616,798814208,467099648,14632779776,1248,73621
14-04 09:20:51,11.750,0.250,87.500,0.500,0,0,16384,167474,1178209,3802607616,798814208,467099648,14632779776,1248,73621
14-04 09:20:52,11.111,0.758,88.131,0,0,0,0,163641,1140988,3802607616,798814208,467099648,14632779776,1248,73621
14-04 09:20:53,12.935,0.249,86.816,0,0,0,12288,159027,1102734,3802607616,798814208,467099648,14632779776,1248,73621
14-04 09:20:54,14.464,0.249,85.287,0,0,0,4096,201489,1405898,3802607616,798814208,467099648,14632779776,1248,73621
14-04 09:20:55,10.327,0.504,89.169,0,0,0,0,178896,1242721,3802607616,798814208,467099648,14632779776,1248,73621
14-04 09:20:56,14.573,0.754,84.422,0.251,0,0,16384,233867,1646946,3802603520,798814208,467103744,14632779776,1248,73621
14-04 09:20:57,14,0.500,85.500,0,0,0,102400,167554,1163672,3802853376,798560256,467103744,14632783872,1248,73621
14-04 09:20:58,12.846,0.504,86.650,0,0,0,40960,152376,1078058,3802853376,798560256,467103744,14632783872,1248,73621
14-04 09:20:59,13.889,0.253,85.859,0,0,0,0,205919,1444985,3802853376,798560256,467103744,14632783872,1248,73621
14-04 09:21:00,15.075,0.503,84.422,0,0,0,0,255856,1792384,3802849280,798560256,467103744,14632787968,1248,73621
14-04 09:21:01,14.394,0.505,84.848,0.253,0,0,49152,221397,1548721,3802845184,798560256,467107840,14632787968,1248,73621
14-04 09:21:02,16.209,0.249,83.541,0,0,0,0,226700,1590959,3802841088,798560256,467107840,14632792064,1248,73621
14-04 09:21:03,15.327,0.503,84.171,0,0,0,12288,189431,1323647,3802841088,798560256,467107840,14632792064,1248,73621
14-04 09:21:04,13.682,0,86.318,0,0,0,0,193571,1345798,3802841088,798560256,467107840,14632792064,1248,73621
14-04 09:21:05,12.563,0.503,86.935,0,0,0,0,167785,1180107,3802841088,798560256,467107840,14632792064,1248,73621
14-04 09:21:06,14.963,0.499,84.289,0.249,0,0,16384,226307,1587076,3802832896,798560256,467116032,14632792064,1248,73621
