"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_4_run.csv",,,,"Date:","14 Apr 2020 10:38:41 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
14-04 10:39:53,15.750,0.500,83.750,0,0,0,0,186403,1286046,3803467776,790945792,470642688,14635855872,1280,73624
14-04 10:39:54,15.288,0.752,83.960,0,0,0,0,209350,1463361,3803467776,790945792,470642688,14635855872,1280,73624
14-04 10:39:55,14.899,0.253,84.848,0,0,0,16384,208672,1449263,3803459584,790945792,470646784,14635859968,1280,73624
14-04 10:39:56,14.573,0.754,84.673,0,0,0,0,186553,1321058,3803459584,790945792,470646784,14635859968,1280,73624
14-04 10:39:57,14.861,1.008,84.131,0,0,0,36864,150599,1060064,3803459584,790945792,470646784,14635859968,1280,73624
14-04 10:39:58,13.384,1.010,85.606,0,0,0,0,141891,1000621,3803459584,790945792,470646784,14635859968,1280,73624
14-04 10:39:59,14.500,0.750,84.750,0,0,0,65536,220422,1548241,3803459584,790945792,470646784,14635859968,1280,73624
14-04 10:40:00,15.038,1.003,83.709,0.251,0,0,16384,150376,1059889,3803455488,790945792,470650880,14635859968,1280,73624
14-04 10:40:01,15.038,0.501,84.461,0,0,0,0,184786,1302799,3803455488,790945792,470650880,14635859968,1280,73624
14-04 10:40:02,15.136,0.993,83.871,0,0,0,24576,148768,1056236,3803455488,790945792,470650880,14635859968,1280,73624
14-04 10:40:03,14.392,0.744,84.864,0,0,0,0,174423,1221952,3803455488,790945792,470650880,14635859968,1280,73624
14-04 10:40:04,15.038,0.501,84.461,0,0,0,0,203171,1426033,3803455488,790945792,470650880,14635859968,1280,73624
14-04 10:40:05,14.610,0.756,84.383,0.252,0,0,16384,211206,1466496,3803451392,790945792,470654976,14635859968,1280,73624
14-04 10:40:06,15.038,0.501,84.461,0,0,0,0,190962,1344288,3803451392,790945792,470654976,14635859968,1280,73624
14-04 10:40:07,13.819,0.251,85.930,0,0,0,0,190609,1325261,3803451392,790945792,470654976,14635859968,1280,73624
14-04 10:40:08,14.861,0.504,84.635,0,0,0,12288,198454,1384933,3803447296,790945792,470654976,14635864064,1280,73624
14-04 10:40:09,15.038,0.752,84.211,0,0,0,0,228327,1607656,3803447296,790945792,470654976,14635864064,1280,73624
14-04 10:40:10,16.203,1.013,82.785,0,0,0,0,117792,817855,3803447296,790945792,470654976,14635864064,1280,73624
14-04 10:40:11,15.949,1.013,82.785,0.253,0,0,57344,92618,651776,3803553792,790827008,470663168,14635868160,1280,73624
14-04 10:40:12,17.588,1.005,81.407,0,0,0,4096,102036,713805,3803553792,790827008,470663168,14635868160,1280,73624
14-04 10:40:13,16.456,0.253,83.291,0,0,0,147456,106996,754369,3803553792,790827008,470663168,14635868160,1280,73624
14-04 10:40:14,18.844,0.754,80.402,0,0,0,0,115017,811105,3803553792,790827008,470663168,14635868160,1280,73624
14-04 10:40:15,18.481,1.013,80.506,0,0,0,0,100353,695101,3803553792,790827008,470663168,14635868160,1280,73624
14-04 10:40:16,19,1,79.750,0.250,0,0,90112,125733,877334,3802791936,791588864,470663168,14635868160,1248,73624
14-04 10:40:17,17.706,1.496,80.549,0.249,0,0,57344,100533,708888,3802791936,791588864,470663168,14635868160,1248,73624
14-04 10:40:18,18.296,0.501,81.203,0,0,0,16384,95430,672144,3802791936,791588864,470663168,14635868160,1248,73624
14-04 10:40:19,18.274,0.761,80.964,0,0,0,0,109868,773984,3802791936,791588864,470663168,14635868160,1248,73624
14-04 10:40:20,18.367,0.510,81.122,0,0,0,0,134410,936928,3802787840,791588864,470663168,14635872256,1248,73624
14-04 10:40:21,17.722,0.253,81.772,0.253,0,0,24576,97195,675006,3802783744,791588864,470667264,14635872256,1248,73624
14-04 10:40:22,17.215,1.013,81.772,0,0,0,0,91687,649021,3802783744,791588864,470667264,14635872256,1248,73624
14-04 10:40:23,19.494,1.013,79.241,0.253,0,0,57344,125170,858485,3803287552,791080960,470667264,14635876352,1248,73624
14-04 10:40:24,19,0.500,80.500,0,0,0,0,144829,1015538,3803287552,791080960,470667264,14635876352,1248,73624
14-04 10:40:25,18.090,1.005,80.905,0,0,0,0,110065,773711,3803287552,791080960,470667264,14635876352,1248,73624
14-04 10:40:26,16.071,1.020,82.653,0.255,0,0,16384,98411,692785,3803287552,791080960,470667264,14635876352,1248,73624
14-04 10:40:27,19.494,0.759,79.747,0,0,0,4096,111264,777501,3803283456,791080960,470667264,14635880448,1248,73624
14-04 10:40:28,17.677,0.758,81.566,0,0,0,28672,123910,873235,3803283456,791080960,470667264,14635880448,1248,73624
14-04 10:40:29,16.667,1.010,82.323,0,0,0,0,99767,695374,3803283456,791080960,470667264,14635880448,1248,73624
14-04 10:40:30,19.395,0.504,80.101,0,0,0,0,128900,896192,3803283456,791080960,470667264,14635880448,1248,73624
14-04 10:40:31,18.546,0.251,80.952,0.251,0,0,16384,111553,791217,3803279360,791080960,470671360,14635880448,1248,73624
14-04 10:40:32,17.839,1.005,81.156,0,0,0,0,97319,676178,3803279360,791080960,470671360,14635880448,1248,73624
14-04 10:40:33,17.884,0.504,81.612,0,0,0,0,93542,651023,3803279360,791080960,470671360,14635880448,1248,73624
14-04 10:40:34,17.884,0.756,81.360,0,0,0,0,95592,672144,3803279360,791080960,470671360,14635880448,1248,73624
14-04 10:40:35,16.709,0.759,82.532,0,0,0,57344,93898,669009,3803279360,791080960,470671360,14635880448,1248,73624
14-04 10:40:36,17.005,0.761,82.234,0,0,0,16384,86671,611313,3803275264,791080960,470675456,14635880448,1248,73624
14-04 10:40:37,18.640,1.008,80.353,0,0,0,24576,95123,672251,3803275264,791080960,470675456,14635880448,1248,73624
14-04 10:40:38,19.298,0.501,80.201,0,0,0,0,109213,773711,3803275264,791080960,470675456,14635880448,1248,73624
14-04 10:40:39,19.549,0.752,79.699,0,0,0,0,126406,876850,3803275264,791080960,470675456,14635880448,1248,73624
14-04 10:40:40,18.090,0.503,81.407,0,0,0,0,90145,633372,3803275264,791080960,470675456,14635880448,1248,73624
14-04 10:40:41,19.494,0.506,80,0,0,0,20480,114180,794224,3803656192,790700032,470675456,14635880448,1248,73624
14-04 10:40:42,20.149,1.244,78.358,0.249,0,0,81920,146432,1016778,3803652096,790700032,470679552,14635880448,1248,73624
14-04 10:40:43,19.799,0.752,79.449,0,0,0,0,117598,815954,3803648000,790700032,470679552,14635884544,1248,73624
14-04 10:40:44,16.583,1.256,82.161,0,0,0,0,93039,653404,3803648000,790700032,470679552,14635884544,1248,73624
14-04 10:40:45,16.071,0.510,83.418,0,0,0,0,91538,651776,3803643904,790700032,470679552,14635888640,1248,73624
14-04 10:40:46,19.598,1.256,79.146,0,0,0,36864,109963,774828,3803643904,790700032,470679552,14635888640,1248,73624
14-04 10:40:47,19.950,1.247,78.554,0.249,0,0,65536,120047,851857,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:48,17.929,0.758,81.313,0,0,0,0,105072,734482,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:49,19.444,0.253,80.303,0,0,0,20480,124786,874590,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:50,18.528,0.508,80.964,0,0,0,0,114345,795495,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:51,18,1.250,80.750,0,0,0,0,113439,794443,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:52,16.962,0.506,82.278,0.253,0,0,24576,88019,630008,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:53,17.293,0.752,81.955,0,0,0,12288,85510,593807,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:54,16.919,0.758,82.323,0,0,0,0,89296,631408,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:55,19.048,1.003,79.950,0,0,0,0,98458,692512,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:56,17.975,0.759,81.266,0,0,0,0,104406,733248,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:57,17.839,1.256,80.653,0.251,0,0,20480,106045,751640,3803635712,790700032,470687744,14635888640,1248,73624
14-04 10:40:58,18.228,0.759,81.013,0,0,0,0,114704,796941,3803631616,790700032,470687744,14635892736,1248,73624
14-04 10:40:59,19.543,0.761,79.695,0,0,0,32768,129583,896465,3803631616,790700032,470687744,14635892736,1248,73624
14-04 10:41:00,18.640,1.008,80.353,0,0,0,0,131425,916287,3803631616,790700032,470687744,14635892736,1248,73624
14-04 10:41:01,19.549,1.003,79.449,0,0,0,0,117063,814993,3803631616,790700032,470687744,14635892736,1248,73624
14-04 10:41:02,20.449,0.499,78.803,0.249,0,0,28672,144428,1015372,3803631616,790700032,470687744,14635892736,1248,73624
14-04 10:41:03,18.020,0.508,81.472,0,0,0,16384,107968,753706,3803623424,790700032,470691840,14635896832,1248,73624
14-04 10:41:04,18,1.250,80.750,0,0,0,0,91932,634543,3803623424,790700032,470691840,14635896832,1248,73624
14-04 10:41:05,17.468,0.506,82.025,0,0,0,0,104682,733248,3803623424,790700032,470691840,14635896832,1248,73624
14-04 10:41:06,17.632,0.504,81.864,0,0,0,0,89252,631135,3803623424,790700032,470691840,14635896832,1248,73624
14-04 10:41:07,18.481,0.506,80.759,0.253,0,0,12288,123451,855836,3803623424,790700032,470691840,14635896832,1248,73624
14-04 10:41:08,18.481,1.013,80.506,0,0,0,16384,118574,832226,3803619328,790700032,470695936,14635896832,1248,73624
14-04 10:41:09,16.877,0.756,82.368,0,0,0,0,168162,1163838,3803615232,790700032,470695936,14635900928,1248,73624
14-04 10:41:10,16.792,0.501,82.707,0,0,0,0,134721,937983,3803615232,790700032,470695936,14635900928,1248,73624
14-04 10:41:11,19.048,1.253,79.699,0,0,0,94208,112118,790435,3803488256,790827008,470695936,14635900928,1248,73624
14-04 10:41:12,17.048,0.763,82.188,0,0,0,4096,116250,799673,3803488256,790827008,470695936,14635900928,1248,73624
14-04 10:41:13,18.546,1.003,80.201,0.251,0,0,90112,112072,789917,3803484160,790827008,470700032,14635900928,1248,73624
14-04 10:41:14,19.192,0.505,80.303,0,0,0,0,115892,796941,3803484160,790827008,470700032,14635900928,1248,73624
14-04 10:41:15,16.203,0.506,83.291,0,0,0,0,102801,730386,3803484160,790827008,470700032,14635900928,1248,73624
14-04 10:41:16,18.546,1.754,79.699,0,0,0,36864,122551,855729,3803738112,790573056,470700032,14635900928,1280,73624
14-04 10:41:17,18.528,1.015,80.457,0,0,0,0,103409,715849,3803738112,790573056,470700032,14635900928,1280,73624
14-04 10:41:18,16.877,1.008,82.116,0,0,0,0,100261,710060,3803734016,790573056,470700032,14635905024,1280,73624
14-04 10:41:19,18.454,1.496,79.800,0.249,0,0,16384,122652,855456,3803734016,790573056,470700032,14635905024,1280,73624
14-04 10:41:20,18.797,0.501,80.702,0,0,0,16384,111140,774074,3803734016,790573056,470700032,14635905024,1280,73624
14-04 10:41:21,18.090,0.754,81.156,0,0,0,49152,91547,634270,3803734016,790573056,470700032,14635905024,1280,73624
14-04 10:41:22,17.048,0.509,82.443,0,0,0,0,105393,733484,3803734016,790573056,470700032,14635905024,1280,73624
14-04 10:41:23,18.593,1.759,79.648,0,0,0,0,118972,832393,3803099136,791207936,470700032,14635905024,1280,73624
14-04 10:41:24,17.544,1.253,81.203,0,0,0,0,100840,712607,3803099136,791207936,470700032,14635905024,1280,73624
14-04 10:41:25,18.296,0.752,80.702,0.251,0,0,36864,105148,733653,3803095040,791207936,470704128,14635905024,1280,73625
14-04 10:41:26,17.380,0.756,81.864,0,0,0,0,88081,613902,3803095040,791207936,470704128,14635905024,1280,73625
14-04 10:41:27,19.095,0.754,80.151,0,0,0,24576,96798,673111,3803095040,791207936,470704128,14635905024,1280,73625
14-04 10:41:28,17.677,0.505,81.818,0,0,0,0,89738,631450,3803095040,791207936,470704128,14635905024,1280,73625
14-04 10:41:29,19.192,0.505,80.303,0,0,0,0,105903,750754,3803095040,791207936,470704128,14635905024,1280,73625
14-04 10:41:30,17.884,1.008,80.605,0.504,0,0,16384,95543,671871,3803095040,791207936,470704128,14635905024,1280,73625
14-04 10:41:31,19.250,0.750,80,0,0,0,0,126032,858591,3803095040,791207936,470704128,14635905024,1280,73625
14-04 10:41:32,18.575,0.763,80.662,0,0,0,32768,125456,873952,3803095040,791207936,470704128,14635905024,1280,73625
14-04 10:41:33,17.632,1.008,81.360,0,0,0,0,108732,752772,3803090944,791207936,470704128,14635909120,1280,73625
14-04 10:41:34,20.596,0.744,78.660,0,0,0,0,108131,756478,3803086848,791207936,470704128,14635913216,1280,73625
14-04 10:41:35,17.128,0.504,82.116,0.252,0,0,16384,156367,1101445,3803086848,791207936,470704128,14635913216,1280,73625
14-04 10:41:36,19.549,1.003,79.449,0,0,0,0,114303,813147,3803086848,791207936,470704128,14635913216,1280,73625
14-04 10:41:37,18.593,0.251,81.156,0,0,0,12288,94013,669428,3803086848,791207936,470704128,14635913216,1280,73625
14-04 10:41:38,18.939,1.010,80.051,0,0,0,0,116945,817582,3803086848,791207936,470704128,14635913216,1280,73625
14-04 10:41:39,19.444,1.010,79.545,0,0,0,0,126119,875769,3803082752,791207936,470704128,14635917312,1280,73625
14-04 10:41:40,19.444,0.758,79.293,0.505,0,0,65536,132692,934211,3803082752,791207936,470704128,14635917312,1280,73625
14-04 10:41:41,19.192,0.505,80.303,0,0,0,20480,143454,998876,3803463680,790827008,470704128,14635917312,1280,73625
14-04 10:41:42,18.228,1.772,80,0,0,0,53248,175990,1225023,3804078080,790212608,470704128,14635917312,1312,73625
14-04 10:41:43,17.839,1.005,81.156,0,0,0,12288,102648,712880,3803967488,790319104,470704128,14635921408,1312,73625
14-04 10:41:44,18.782,0.254,80.964,0,0,0,0,105394,732975,3803967488,790319104,470704128,14635921408,1312,73625
14-04 10:41:45,16.497,0.508,82.741,0.254,0,0,49152,116549,813274,3803967488,790319104,470704128,14635921408,1312,73625
14-04 10:41:46,17.632,1.763,80.605,0,0,0,36864,151072,1057993,3803459584,790827008,470704128,14635921408,1312,73625
14-04 10:41:47,16.625,1.008,82.368,0,0,0,77824,95219,672017,3803459584,790827008,470704128,14635921408,1312,73625
14-04 10:41:48,17.293,1.003,81.704,0,0,0,0,85028,593576,3803459584,790827008,470704128,14635921408,1312,73625
14-04 10:41:49,19.647,0.504,79.849,0,0,0,0,111388,774257,3803459584,790827008,470704128,14635921408,1312,73625
14-04 10:41:50,19.298,0.752,79.950,0,0,0,0,133090,936928,3803459584,790827008,470704128,14635921408,1312,73625
14-04 10:41:51,19.747,0.506,79.494,0.253,0,0,16384,127975,893330,3803451392,790827008,470708224,14635925504,1312,73625
14-04 10:41:52,19.494,0.253,80.253,0,0,0,12288,114092,795550,3803451392,790827008,470708224,14635925504,1312,73625
14-04 10:41:53,17.337,1.005,81.658,0,0,0,4096,106388,752291,3803451392,790827008,470708224,14635925504,1312,73625
14-04 10:41:54,18.321,0.763,80.916,0,0,0,0,117684,817855,3803447296,790827008,470708224,14635929600,1312,73625
14-04 10:41:55,19.444,0.253,80.303,0,0,0,16384,132777,934066,3803447296,790827008,470708224,14635929600,1312,73625
14-04 10:41:56,17.513,0.508,81.980,0,0,0,32768,110053,773711,3803443200,790827008,470712320,14635929600,1312,73625
14-04 10:41:57,18.454,0.499,80.798,0.249,0,0,16384,99137,693710,3803443200,790827008,470716416,14635925504,1312,73625
14-04 10:41:58,17.588,0.251,82.161,0,0,0,0,106995,753343,3803439104,790827008,470716416,14635929600,1312,73625
14-04 10:41:59,17.975,0.506,81.519,0,0,0,0,93746,654638,3803435008,790827008,470716416,14635933696,1312,73625
14-04 10:42:00,18.296,1.003,80.702,0,0,0,0,92740,652049,3803435008,790827008,470716416,14635933696,1312,73625
14-04 10:42:01,18.734,0.506,80.759,0,0,0,16384,106966,753616,3803430912,790827008,470720512,14635933696,1312,73625
14-04 10:42:02,18.045,0.501,81.454,0,0,0,32768,103158,730532,3803430912,790827008,470720512,14635933696,1312,73625
14-04 10:42:03,17.128,0.756,82.116,0,0,0,0,91145,635416,3803430912,790827008,470720512,14635933696,1312,73625
14-04 10:42:04,18.020,0.761,81.218,0,0,0,0,96693,688504,3803426816,790827008,470720512,14635937792,1312,73625
14-04 10:42:05,18.844,1.005,80.151,0,0,0,0,94748,655693,3803426816,790827008,470720512,14635937792,1312,73625
14-04 10:42:06,19.347,0.754,79.397,0.503,0,0,16384,110853,772929,3803426816,790827008,470720512,14635937792,1312,73625
14-04 10:42:07,19.444,0.505,80.051,0,0,0,0,126540,893245,3803426816,790827008,470720512,14635937792,1312,73625
14-04 10:42:08,17.164,1.493,81.343,0,0,0,12288,84288,591997,3803426816,790827008,470720512,14635937792,1312,73625
14-04 10:42:09,17.766,0.508,81.726,0,0,0,0,97939,691187,3803426816,790827008,470720512,14635937792,1312,73625
14-04 10:42:10,17.588,1.005,81.407,0,0,0,0,105139,733521,3803426816,790827008,470720512,14635937792,1312,73625
14-04 10:42:11,19.144,0.756,79.849,0.252,0,0,57344,103179,715742,3803299840,790953984,470720512,14635937792,1312,73625
14-04 10:42:12,17.955,1.496,80.549,0,0,0,4096,95676,672796,3803299840,790953984,470720512,14635937792,1312,73625
14-04 10:42:13,16.583,0.754,82.663,0,0,0,28672,101794,713153,3803299840,790953984,470720512,14635937792,1312,73625
14-04 10:42:14,18.593,0.503,80.905,0,0,0,20480,120557,852594,3803299840,790953984,470720512,14635937792,1312,73625
14-04 10:42:15,18.321,0.509,81.170,0,0,0,0,145117,1000894,3803295744,790953984,470720512,14635941888,1312,73625
14-04 10:42:16,21.013,0.506,78.228,0.253,0,0,131072,147240,1035761,3803164672,791080960,470724608,14635941888,1280,73625
14-04 10:42:17,18.734,0.506,80.759,0,0,0,0,142473,998284,3803164672,791080960,470724608,14635941888,1280,73625
14-04 10:42:18,17.839,1.256,80.905,0,0,0,61440,99955,695374,3803164672,791080960,470724608,14635941888,1280,73625
14-04 10:42:19,17.929,0.758,81.313,0,0,0,69632,133774,936928,3803164672,791080960,470724608,14635941888,1280,73625
14-04 10:42:20,18.939,0.758,80.303,0,0,0,0,113600,811585,3803164672,791080960,470724608,14635941888,1280,73625
14-04 10:42:21,18.750,0.500,80.500,0.250,0,0,16384,93872,654549,3803164672,791080960,470724608,14635941888,1280,73625
