"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_3_run.csv",,,,"Date:","14 Apr 2020 09:58:04 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
14-04 09:59:53,15.711,0.249,84.040,0,0,0,12288,211600,1489136,3803430912,794767360,468852736,14634852352,1280,73618
14-04 09:59:54,14.250,0.500,85.250,0,0,0,0,190002,1341615,3803426816,794767360,468852736,14634856448,1280,73618
14-04 09:59:55,13.151,1.241,85.608,0,0,0,69632,190251,1343563,3803426816,794767360,468852736,14634856448,1280,73618
14-04 09:59:56,14.500,0.250,85.250,0,0,0,0,171234,1201122,3803426816,794767360,468852736,14634856448,1280,73618
14-04 09:59:57,13.965,0.748,85.037,0.249,0,0,16384,169414,1183728,3803426816,794767360,468856832,14634852352,1280,73618
14-04 09:59:58,14.536,0.251,85.213,0,0,0,28672,182994,1282554,3803426816,794767360,468856832,14634852352,1280,73618
14-04 09:59:59,14.214,0.499,85.287,0,0,0,0,227168,1589161,3803418624,794767360,468856832,14634860544,1280,73618
14-04 10:00:00,14,0.250,85.750,0,0,0,0,151747,1076114,3803418624,794767360,468856832,14634860544,1280,73618
14-04 10:00:01,14.250,1,84.750,0,0,0,0,199509,1406325,3803418624,794767360,468856832,14634860544,1280,73618
14-04 10:00:02,13.716,0.499,85.536,0.249,0,0,16384,152651,1079081,3803414528,794767360,468860928,14634860544,1280,73618
14-04 10:00:03,12.060,0.503,87.437,0,0,0,0,159252,1119690,3803410432,794767360,468860928,14634864640,1280,73618
14-04 10:00:04,13.098,0,86.902,0,0,0,32768,187174,1320413,3803918336,794259456,468860928,14634864640,1280,73618
14-04 10:00:05,11.083,0.504,88.413,0,0,0,0,163142,1142905,3803918336,794259456,468860928,14634864640,1280,73618
14-04 10:00:06,11.587,0.504,87.909,0,0,0,0,166302,1180764,3803918336,794259456,468860928,14634864640,1280,73618
14-04 10:00:07,14.286,0.501,84.962,0.251,0,0,65536,209641,1483158,3803918336,794259456,468860928,14634864640,1280,73618
14-04 10:00:08,13.098,0.504,86.398,0,0,0,0,188134,1326395,3803914240,794259456,468860928,14634868736,1280,73618
14-04 10:00:09,16,0.500,83.500,0,0,0,0,226596,1608282,3803914240,794259456,468860928,14634868736,1280,73618
14-04 10:00:10,15.750,0.750,83.500,0,0,0,28672,231149,1629419,3803914240,794259456,468860928,14634868736,1280,73618
14-04 10:00:11,14.213,0.254,85.533,0,0,0,0,219960,1547208,3803914240,794259456,468860928,14634868736,1280,73618
14-04 10:00:12,13.602,0.504,85.390,0.504,0,0,122880,218175,1544458,3803910144,794259456,468865024,14634868736,1280,73618
14-04 10:00:13,15.711,0.499,83.791,0,0,0,0,249268,1750520,3803910144,794259456,468865024,14634868736,1280,73618
14-04 10:00:14,15.365,0.504,84.131,0,0,0,36864,188778,1323270,3803910144,794259456,468865024,14634868736,1280,73618
14-04 10:00:15,12.814,0.503,86.683,0,0,0,0,196825,1366843,3803910144,794259456,468865024,14634868736,1280,73618
14-04 10:00:16,13.033,0,86.967,0,0,0,0,181521,1282822,3803910144,794259456,468865024,14634868736,1280,73618
14-04 10:00:17,13.784,0.501,85.464,0.251,0,0,65536,212459,1486283,3803901952,794259456,468873216,14634868736,1280,73618
14-04 10:00:18,12.030,0.501,87.469,0,0,0,0,169587,1200854,3803901952,794259456,468873216,14634868736,1280,73618
14-04 10:00:19,14.250,0.500,85.250,0,0,0,0,170646,1201122,3803901952,794259456,468873216,14634868736,1280,73618
14-04 10:00:20,15,0.500,84.500,0,0,0,0,237993,1669624,3803901952,794259456,468873216,14634868736,1280,73618
14-04 10:00:21,11.500,0.500,88,0,0,0,0,159330,1138243,3803901952,794259456,468873216,14634868736,1280,73618
14-04 10:00:22,12.814,0.754,86.181,0.251,0,0,28672,193320,1363041,3803893760,794259456,468877312,14634872832,1280,73618
14-04 10:00:23,13.819,0.754,85.427,0,0,0,0,206401,1465675,3803766784,794386432,468877312,14634872832,1280,73618
14-04 10:00:24,15.578,0,84.422,0,0,0,0,232398,1628640,3803766784,794386432,468877312,14634872832,1280,73618
14-04 10:00:25,16.418,0.498,83.085,0,0,0,4096,256603,1812909,3803762688,794386432,468877312,14634876928,1280,73618
14-04 10:00:26,14.787,0.501,84.712,0,0,0,0,225662,1590781,3803762688,794386432,468877312,14634876928,1280,73618
14-04 10:00:27,11.529,0.752,87.469,0.251,0,0,45056,171722,1218501,3803758592,794386432,468881408,14634876928,1280,73618
14-04 10:00:28,13.568,0.251,86.181,0,0,0,0,187740,1307610,3803758592,794386432,468881408,14634876928,1280,73618
14-04 10:00:29,14.214,0.249,85.536,0,0,0,0,226999,1606441,3803758592,794386432,468881408,14634876928,1280,73618
14-04 10:00:30,16.080,0.251,83.668,0,0,0,0,250361,1768289,3803758592,794386432,468881408,14634876928,1280,73618
14-04 10:00:31,13.924,0,86.076,0,0,0,57344,210568,1468901,3803758592,794386432,468881408,14634876928,1280,73618
14-04 10:00:32,13.033,0.752,85.965,0.251,0,0,28672,169700,1200961,3803754496,794386432,468885504,14634876928,1280,73618
14-04 10:00:33,14.536,0.752,84.712,0,0,0,0,186640,1313341,3803750400,794386432,468885504,14634881024,1280,73618
14-04 10:00:34,15.250,0.500,84.250,0,0,0,40960,217886,1536779,3803750400,794386432,468885504,14634881024,1280,73618
14-04 10:00:35,13.671,0.253,86.076,0,0,0,0,191833,1361397,3803750400,794386432,468885504,14634881024,1280,73618
14-04 10:00:36,13.854,0.252,85.894,0,0,0,0,177125,1242682,3803750400,794386432,468885504,14634881024,1280,73618
14-04 10:00:37,14.684,0,85.063,0.253,0,0,49152,219542,1529012,3803750400,794386432,468885504,14634881024,1280,73618
14-04 10:00:38,13.534,0,86.466,0,0,0,32768,227472,1608282,3803746304,794386432,468885504,14634885120,1280,73618
14-04 10:00:39,15.842,0.495,83.663,0,0,0,0,208130,1483009,3803746304,794386432,468885504,14634885120,1280,73618
14-04 10:00:40,13.317,0.251,86.432,0,0,0,4096,228235,1609329,3803746304,794386432,468885504,14634885120,1280,73618
14-04 10:00:41,12.091,0.252,87.657,0,0,0,0,177874,1244695,3803746304,794386432,468885504,14634885120,1280,73618
14-04 10:00:42,14.677,0.995,84.328,0,0,0,0,216544,1527801,3803746304,794386432,468885504,14634885120,1280,73618
14-04 10:00:43,12.846,0.252,86.650,0.252,0,0,36864,190853,1360285,3803746304,794386432,468889600,14634881024,1280,73618
14-04 10:00:44,15.750,0.750,83.500,0,0,0,36864,177370,1261928,3803996160,794132480,468889600,14634885120,1248,73618
14-04 10:00:45,13.750,1.250,85,0,0,0,0,200734,1407827,3803996160,794132480,468889600,14634885120,1248,73618
14-04 10:00:46,14.500,0.500,85,0,0,0,73728,209617,1484420,3803996160,794132480,468889600,14634885120,1248,73618
14-04 10:00:47,13.924,0.253,85.823,0,0,0,0,199249,1403705,3803996160,794132480,468889600,14634885120,1248,73618
14-04 10:00:48,13.283,0.501,85.714,0.501,0,0,69632,191551,1343628,3803992064,794132480,468893696,14634885120,1248,73618
14-04 10:00:49,14.610,0.756,84.635,0,0,0,0,225130,1587656,3803992064,794132480,468893696,14634885120,1248,73618
14-04 10:00:50,14.214,0.499,85.287,0,0,0,0,165028,1164284,3803992064,794132480,468893696,14634885120,1248,73618
14-04 10:00:51,14.035,0.752,85.213,0,0,0,0,233192,1645120,3803992064,794132480,468893696,14634885120,1248,73618
14-04 10:00:52,14.214,0.249,85.536,0,0,0,24576,202595,1425167,3803992064,794132480,468893696,14634885120,1248,73618
14-04 10:00:53,15.075,0.754,83.920,0.251,0,0,16384,246882,1733240,3803987968,794132480,468897792,14634885120,1248,73618
14-04 10:00:54,13.602,0.252,86.146,0,0,0,0,176608,1242195,3803987968,794132480,468897792,14634885120,1248,73618
14-04 10:00:55,14.536,0.752,84.712,0,0,0,4096,204291,1443340,3803987968,794132480,468897792,14634885120,1248,73618
14-04 10:00:56,14.573,0.503,84.925,0,0,0,0,211884,1486134,3803987968,794132480,468897792,14634885120,1248,73618
14-04 10:00:57,15.960,0.499,83.541,0,0,0,32768,221133,1548198,3803983872,794132480,468897792,14634889216,1248,73618
14-04 10:00:58,13.716,1.247,84.788,0.249,0,0,16384,152974,1078130,3803983872,794132480,468901888,14634885120,1248,73618
14-04 10:00:59,13.889,0.758,85.354,0,0,0,0,217060,1526582,3803975680,794132480,468901888,14634893312,1248,73618
14-04 10:01:00,14.963,0.998,84.040,0,0,0,0,153246,1078974,3803975680,794132480,468901888,14634893312,1248,73618
14-04 10:01:01,14.861,0.504,84.635,0,0,0,0,198269,1385755,3803975680,794132480,468901888,14634893312,1248,73618
14-04 10:01:02,13.959,0.508,85.533,0,0,0,12288,155042,1098296,3803971584,794132480,468901888,14634897408,1248,73618
14-04 10:01:03,14.106,0.504,85.139,0.252,0,0,16384,155151,1098975,3803967488,794132480,468905984,14634897408,1248,73618
14-04 10:01:04,13.452,0.254,86.294,0,0,0,20480,120413,838947,3804348416,793751552,468905984,14634897408,1248,73618
14-04 10:01:05,12.214,0.254,87.532,0,0,0,0,161163,1138725,3804348416,793751552,468905984,14634897408,1248,73618
14-04 10:01:06,14.500,0.500,85,0,0,0,0,193011,1364254,3804348416,793751552,468905984,14634897408,1248,73618
14-04 10:01:07,15.960,0.499,83.541,0,0,0,61440,204997,1442749,3804348416,793751552,468905984,14634897408,1248,73618
14-04 10:01:08,14.963,0.499,84.040,0.499,0,0,61440,172685,1224069,3804344320,793751552,468910080,14634897408,1248,73618
14-04 10:01:09,14.177,0.506,85.316,0,0,0,16384,240247,1707483,3804344320,793751552,468910080,14634897408,1248,73618
14-04 10:01:10,14.536,0.501,84.962,0,0,0,4096,206633,1466555,3804344320,793751552,468910080,14634897408,1248,73618
14-04 10:01:11,15.711,0.998,83.292,0,0,0,0,203160,1445418,3804344320,793751552,468910080,14634897408,1248,73618
14-04 10:01:12,15.075,0.503,84.422,0,0,0,0,163406,1160513,3804344320,793751552,468910080,14634897408,1248,73618
14-04 10:01:13,14.322,0.503,84.925,0.251,0,0,69632,187620,1323270,3804340224,793751552,468910080,14634901504,1248,73618
14-04 10:01:14,16.291,1.504,82.206,0,0,0,36864,202567,1425060,3804467200,793624576,468910080,14634901504,1248,73618
14-04 10:01:15,13.602,1.008,85.390,0,0,0,0,154684,1081563,3804467200,793624576,468910080,14634901504,1248,73618
14-04 10:01:16,15.212,0.499,84.289,0,0,0,0,148149,1038526,3804467200,793624576,468910080,14634901504,1248,73618
14-04 10:01:17,15.075,0.503,84.422,0,0,0,0,170663,1201319,3804467200,793624576,468910080,14634901504,1248,73619
14-04 10:01:18,14.610,0.504,84.887,0,0,0,0,192024,1363986,3804467200,793624576,468910080,14634901504,1248,73619
14-04 10:01:19,14.430,0.506,84.810,0.253,0,0,65536,179151,1261928,3804463104,793624576,468914176,14634901504,1248,73619
14-04 10:01:20,14.394,0.505,85.101,0,0,0,0,160285,1137459,3804463104,793624576,468914176,14634901504,1248,73619
14-04 10:01:21,14.141,0.253,85.606,0,0,0,0,161964,1140048,3804463104,793624576,468914176,14634901504,1248,73619
14-04 10:01:22,14.430,0.506,85.063,0,0,0,12288,145560,1020903,3804463104,793624576,468914176,14634901504,1248,73619
14-04 10:01:23,14.106,0.252,85.642,0,0,0,0,146247,1038425,3803947008,794132480,468914176,14634909696,1248,73619
14-04 10:01:24,14.573,0.251,84.925,0.251,0,0,53248,125595,895484,3803947008,794132480,468914176,14634909696,1248,73619
14-04 10:01:25,14.610,0.756,84.383,0.252,0,0,20480,140657,998321,3803942912,794132480,468914176,14634913792,1248,73619
14-04 10:01:26,14.750,1.250,84,0,0,0,0,157709,1116833,3803947008,794132480,468914176,14634909696,1248,73619
14-04 10:01:27,15.365,0.252,84.383,0,0,0,40960,220817,1547357,3803947008,794132480,468914176,14634909696,1248,73619
14-04 10:01:28,14.787,1.003,84.211,0,0,0,0,200734,1407827,3803942912,794132480,468914176,14634913792,1248,73619
14-04 10:01:29,15.190,0.506,84.304,0,0,0,0,205233,1445150,3803942912,794132480,468914176,14634913792,1248,73619
14-04 10:01:30,14.464,0.998,84.539,0,0,0,0,162481,1157817,3803942912,794132480,468914176,14634913792,1248,73619
14-04 10:01:31,14.824,0.251,84.673,0.251,0,0,16384,132503,939057,3803934720,794132480,468922368,14634913792,1248,73619
14-04 10:01:32,15.038,0.752,84.211,0,0,0,12288,185350,1320520,3803934720,794132480,468922368,14634913792,1248,73618
14-04 10:01:33,14.536,0.752,84.712,0,0,0,0,188826,1343628,3803934720,794132480,468922368,14634913792,1248,73618
14-04 10:01:34,13.784,0.752,85.464,0,0,0,40960,153908,1079242,3804577792,793489408,468922368,14634913792,1248,73618
14-04 10:01:35,14.861,0.504,84.635,0,0,0,0,181971,1283697,3804569600,793497600,468922368,14634913792,1248,73618
14-04 10:01:36,15,0.500,84.500,0,0,0,0,183347,1285021,3804569600,793497600,468922368,14634913792,1248,73618
14-04 10:01:37,15.038,0.501,84.211,0.251,0,0,61440,164003,1156942,3804557312,793497600,468930560,14634917888,1248,73618
14-04 10:01:38,13.534,0.752,85.714,0,0,0,0,160394,1122547,3804557312,793497600,468930560,14634917888,1248,73618
14-04 10:01:39,15.789,0.501,83.709,0,0,0,0,147142,1036154,3804557312,793497600,468930560,14634917888,1248,73618
14-04 10:01:40,14.536,1.003,84.461,0,0,0,0,150305,1058642,3807772672,790282240,468930560,14634917888,1312,73624
14-04 10:01:41,15.500,1,83.500,0,0,0,40960,192296,1346485,3804717056,793337856,468930560,14634917888,1312,73618
14-04 10:01:42,12.626,0.253,86.869,0.253,0,0,90112,161600,1140245,3804807168,793243648,468930560,14634921984,1312,73618
